gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE30528,logFC_GSE30528,g_GSE96804,logFC_GSE96804,g_GSE104948,logFC_GSE104948,stouffer_z,stouffer_p,neglog10fdr
CPA3,3,1.5743679468445906,0.4045664290349638,3.891494285870489,9.962873594927745e-05,0.2989700302578111,5.13052019781954,61.01759815992936,1.7052955249774306,3,0,True,"GSE30528,GSE96804,GSE104948",0.0017578631589836,2.0948041367587527,2.031023013846154,0.9730682052844674,1.171042621951218,1.9674987185250103,1.9138209391349204,6.508815688626734,7.574558913298429e-11,2.7550149356396076
HP,3,0.937843316088563,0.2410309567693445,3.8909662420916153,9.984582481773682e-05,0.032493670279291,2.4130332408134625,17.116765481200915,0.289081986589257,3,0,True,"GSE30528,GSE96804,GSE104948",0.0017592669298464,1.1045986953329543,0.2677229985726495,0.6463154884292969,0.3345260121951221,1.46224015040567,0.2649969489999995,4.299613923785088,1.7109590699303075e-05,2.7546682609607953
BTG2,3,-1.8013569739320314,0.4630263207256324,-3.890398651871522,0.0001000796699058,0.4526148954482765,6.842199377488377,70.76963283794053,-0.8593269995966438,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017609616746012,-0.949937424803744,-0.4819806508205128,-2.42325605081351,-1.4656558780487856,-1.9672736251474785,-0.6303444699206331,-8.375883809644357,5.481096767954048e-17,2.7542500958727794
FLVCR2,3,0.924713826316404,0.2377677493797266,3.889147408463673,0.0001005970049903,0.0285991424644371,2.363265559995784,15.371338970320044,0.3057718789553063,3,0,True,"GSE30528,GSE96804,GSE104948",0.0017676330876878,1.2570155523100692,0.3583086505726495,0.6221316670976479,0.2456107073170761,1.3083774209475991,0.3133962789761932,4.299265074452375,1.7136541530236116e-05,2.7526078776315037
PRSS16,3,-1.2934331259601912,0.3326401612371865,-3.888385338527775,0.0001009133238154,0.1681490041796235,4.038781590012052,50.48011496967253,-0.4580178203882386,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017707589002021,-1.603551324974142,-0.9700182376068376,-1.610188394138254,-0.2140822560975612,-0.582451918555568,-0.1899529674603171,-6.12655464201619,8.980237556378006e-10,2.7518405666697983
BCAS2,3,-0.9962559782953984,0.2563165455219532,-3.886818840612341,0.0001015664942813,0.05217369224563,2.6836603700675377,25.474921405585032,-0.3023747023695453,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017790314519446,-1.2386926348084994,-0.4505482540683762,-1.2096233314197933,-0.3601224390243871,-0.3997956192368843,-0.0964534140158726,-4.844732275838831,1.2678251878608294e-06,2.7498163738468
ENOPH1,3,-1.197381858301803,0.3080804381179327,-3.886588404043516,0.0001016629136469,0.1217556477892849,3.433486191559839,41.7501662037733,-0.503972904881889,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017790314519446,-1.93479699380936,-0.8572725638632479,-0.8463901927583793,-0.3973730121951195,-1.1497259260614874,-0.2572731385872995,-5.290931881476895,1.2169468902616936e-07,2.7498163738468
HTRA1,3,-1.503950995927647,0.3871973904403312,-3.884197138357037,0.0001026685812406,0.2643660140084146,4.8932374415279565,59.127264435884754,-1.0762823458536297,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017941755344673,-2.449432455014237,-1.864691151418804,-1.4346931956490725,-1.1145184146341478,-0.8469170553752159,-0.2496374715079365,-6.736917145194564,1.617823698721899e-11,2.746135069697042
ESM1,3,-1.7717358048616905,0.4562293632390068,-3.883432211121237,0.0001029922552186,0.4245152076393781,6.441496104027912,68.95131243269113,-1.703703998744011,0,3,True,"GSE30528,GSE96804,GSE104948",0.0017973764375949,-0.9284835896393652,-0.7010610215384615,-1.8068674307528043,-2.459413341463412,-2.777301334181381,-1.95063763323016,-7.892612264194499,2.9592592086952478e-15,2.745360955918767
AUP1,3,1.0053827737894838,0.2590660175460288,3.8807975793693408,0.000104114469068,0.0562342263688373,2.734080043613892,26.84925210322624,0.3170146823370176,3,0,True,"GSE30528,GSE96804,GSE104948",0.001813934671659,0.4549584743528485,0.3131719490598291,1.1080941049339628,0.2085781219512235,1.467016325754197,0.4292939760000003,4.913614353292294,8.941254200375018e-07,2.741378357986454
AKIRIN1,3,-0.8093242471622386,0.2085596807200739,-3.880540305623611,0.0001042246703931,0.0,1.292408536634627,0.0,-0.3075577638066,0,3,True,"GSE30528,GSE96804,GSE104948",0.001813934671659,-0.4183749278456403,-0.2496800428717949,-0.9964537084942326,-0.3536922926829255,-0.7852165220210285,-0.3193009558650796,-4.014437923778386,5.958762313154945e-05,2.741378357986454
WSB1,3,1.0920969020391622,0.2814995409220707,3.879569033973999,0.0001046417005552,0.0888579058617367,3.1669434361347126,36.84762483661468,0.4891920449651417,3,0,True,"GSE30528,GSE96804,GSE104948",0.0018187182520422,0.7204816943148815,0.4718167439316239,1.525770534894074,0.7634196341463415,0.7903799822553397,0.2323397568174598,5.520772506355393,3.375125182940768e-08,2.7402345747467054
SPATA6,3,-0.8084751446997012,0.208417135292784,-3.879120320716224,0.0001048348937198,0.0,0.7427409134247601,0.0,-0.1562506628676896,0,3,True,"GSE30528,GSE96804,GSE104948",0.0018196037455415,-0.646828877301146,-0.1732583176923077,-0.973238611467272,-0.1952250365853638,-0.5827901051287999,-0.1002686343253973,-3.8553681671891775,0.0001155555902369,2.7400231778728963
BORA,3,1.4227554525888837,0.3670235231539667,3.876469389107892,0.0001059831364313,0.2257971242929531,4.531611509796515,55.86559007372177,0.3227406751519444,3,0,True,"GSE30528,GSE96804,GSE104948",0.0018365541096694,1.2351085130031498,0.3307062581025641,1.0219234396364254,0.1987915731707294,2.342604487204011,0.4387241941825399,5.98330947893662,2.1864875787506503e-09,2.7359962716831547
DIAPH1,3,0.8075279719176371,0.2083295699223905,3.876204286402872,0.00010609861531,0.0,0.3082820098045349,0.0,0.21998707645251,3,0,True,"GSE30528,GSE96804,GSE104948",0.0018365541096694,0.8220400972307577,0.2573464823333333,0.887276121552569,0.3049077926829273,0.5981098565889736,0.0977069543412696,3.8699099303028848,0.0001088755695517,2.7359962716831547
CPSF3L,3,0.8087756763794671,0.2087562004538693,3.87425942137795,0.0001069494373879,0.0,1.1503841256903555,0.0,0.2405124402315536,3,0,True,"GSE30528,GSE96804,GSE104948",0.0018487800041433,0.810903296688203,0.4424883667008548,0.974445520152274,0.110378317073172,0.4172574156470928,0.1686706369206341,3.839013273065025,0.0001235297533197,2.733114764703973
MNAT1,3,-0.9883975964043508,0.255303975224993,-3.8714540011893694,0.0001081880752674,0.0514150865407331,2.679670303781092,25.36395252886362,-0.2841417437044635,0,3,True,"GSE30528,GSE96804,GSE104948",0.0018655129240749,-1.116748196611603,-0.4035287944871795,-1.2528177201108988,-0.3563479146341475,-0.4046185463005158,-0.0925485219920636,-4.83591273862091,1.3253605819440232e-06,2.7292017378668025
ZBTB18,3,-0.8074920256920607,0.2085784553237812,-3.871406682145439,0.0001082090829943,0.0,1.4328190099662703,0.0,-0.1794372146430257,0,3,True,"GSE30528,GSE96804,GSE104948",0.0018655129240749,-0.3836936509945544,-0.0496672784786324,-0.9917267392199796,-0.3446485365853657,-0.8286990018751517,-0.1439958288650791,-3.8392765067481167,0.0001233973980969,2.7292017378668025
GINS1,3,1.5583853326904882,0.402932925222268,3.867604842247239,0.00010990957913,0.3018013027966401,5.341529842614231,62.55754327076515,0.5960404991454725,3,0,True,"GSE30528,GSE96804,GSE104948",0.0018922790528024,0.8707611460086317,0.4524082856410256,1.492737553569916,0.3421938170731708,2.5344225441237,0.9935193947222212,6.995242986182729,2.647995908382788e-12,2.723014818168989
SSB,3,-0.8047223021408185,0.2082281636198945,-3.864617965943266,0.0001112632073303,0.0,0.2343034508926756,0.0,-0.3779842220397416,0,3,True,"GSE30528,GSE96804,GSE104948",0.0019104415411684,-0.80225483533495,-0.6200862509401709,-0.73545015444141,-0.1495853658536585,-0.9934246194113812,-0.3642810493253954,-3.9526275300154894,7.729770866154384e-05,2.7188662470289175
WBP11,3,-0.8104727127409154,0.2097780215371204,-3.86347772184276,0.0001117840924162,0.0,1.9844460287226964,0.0,-0.3358851920242968,0,3,True,"GSE30528,GSE96804,GSE104948",0.0019168124801452,-1.368162307190579,-0.6411342104188034,-0.6034746489872669,-0.1651004878048798,-0.8533514791252887,-0.2014208778492072,-3.951750810353552,7.758150363745649e-05,2.717420371640246
PRAMEF11,3,-0.804524271764311,0.2086008650295083,-3.856763832932832,0.0001148980740586,0.0,1.5137274953014614,0.0,-0.1711137327578992,0,3,True,"GSE30528,GSE96804,GSE104948",0.0019675718384977,-0.4474369083355748,-0.1026783729401709,-0.8106018174443641,-0.1075781463414622,-1.2224323475739725,-0.3030846789920645,-3.8609693640201455,0.0001129380651174,2.706069402047132
IQCH,3,-1.3126653307554046,0.3404227371055104,-3.855986065785488,0.0001152640536548,0.1783330232103856,4.084750369567308,51.03739961930997,-0.2616471942656524,0,3,True,"GSE30528,GSE96804,GSE104948",0.001971200233092,-0.959862073325096,-0.3119016182820512,-1.0561000309656354,-0.2226057682926843,-2.219537842987088,-0.2504341962222218,-5.602704197706482,2.1103319471143412e-08,2.705269258160878
NOL3,3,-0.802335603566057,0.2082041982146534,-3.853599545283274,0.0001163939092999,0.0,0.7411904345913609,0.0,-0.2833460799252706,0,3,True,"GSE30528,GSE96804,GSE104948",0.0019872850082246,-0.4924839697183915,-0.2927435516581196,-0.8713523929808875,-0.1644909756097563,-0.9769080672596392,-0.392803712507936,-3.948075280237037,7.878203346774093e-05,2.7017398436989484
SPINT3,3,-1.0703749356812793,0.2777928733835588,-3.853140372695499,0.0001166124910693,0.0788299113522894,2.9674041069997754,32.60102339003229,-0.1775029727178792,0,3,True,"GSE30528,GSE96804,GSE104948",0.0019872850082246,-1.3054635772775842,-0.1755312277606837,-0.7010461160628739,-0.1308890731707315,-1.5728961876872296,-0.2260886172222225,-4.425758427016973,9.610402638716613e-06,2.7017398436989484
PFKP,3,1.0006089821382584,0.2596948414686233,3.85301832134834,0.0001166706567524,0.0563471793883151,2.722930154106943,26.549713477466963,0.481342327789545,3,0,True,"GSE30528,GSE96804,GSE104948",0.0019872850082246,0.6128065148385465,0.3281952136324786,0.9191016906568008,0.265512036585366,1.6714554285354797,0.8503197331507906,4.8582775118129735,1.1841136749970512e-06,2.7017398436989484
HDAC9,3,1.6737157424571218,0.4346246161435033,3.850945575306527,0.0001176626472574,0.3814955511518218,6.212111579105399,67.80482812435224,0.5734314816656447,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020004199187256,0.8100405829851199,0.456357382008547,2.1120332100798835,0.6109382195121942,2.083017733520122,0.6529988434761931,7.802613687967917,6.063795879266745e-15,2.6988788297144786
SRPX2,3,2.132904142926616,0.5538925445266579,3.850754381879864,0.0001177545496247,0.6761626123716142,8.027895282395418,75.08686985011063,0.9749348644100976,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020004199187256,1.6953075031169802,0.4817980244273504,1.5031574487817765,0.6486415243902455,3.6168357554155146,1.7943650444126966,8.249769347677477,1.5870053027166067e-16,2.6988788297144786
METTL5,3,-0.8031160198800648,0.2086403673865431,-3.849283961392525,0.0001184636130964,0.0,0.5611454458063643,0.0,-0.2271702506005359,0,3,True,"GSE30528,GSE96804,GSE104948",0.0020097964704638,-1.0966683284571952,-0.2503058531709402,-0.7006939608073113,-0.145297780487807,-0.7827623392260209,-0.2859071181428607,-3.826257141465339,0.0001301063835101,2.696847920803384
ACSBG1,3,0.8034648197997685,0.2087705639789722,3.848554147129167,0.0001188170359967,0.0,1.3103812281792808,0.0,0.1239410498813843,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020131225489677,0.8473756262683585,0.1927783224273504,0.9671851698092384,0.0799569024390249,0.3763637336887184,0.0990879247777778,3.616285937890341,0.0002988602418801,2.6961297866014373
PAK6,3,0.8031346374241215,0.2087288410280539,3.8477415649338913,0.0001192117101191,0.0,0.9064933992362512,0.0,0.2034231562178893,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020152075687516,1.0181515471509346,0.2835403258803419,0.8619983395080468,0.1433401341463418,0.4567294926127861,0.1833890086269844,3.82612697413288,0.0001301751634341,2.6956802143761194
RAD51AP1,3,0.8022604474851802,0.2085064857447371,3.847652242661376,0.0001192551696017,0.0,1.2167952507791675,0.0,0.3126472125952129,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020152075687516,0.5958212264742854,0.3214553561452991,0.7316139004599611,0.2369880975609755,1.25149082635716,0.3794981840793641,3.9805812273955854,6.874696799176728e-05,2.6956802143761194
CSDE1,3,-0.801000289687483,0.2082646032000739,-3.8460702269121776,0.0001200273743932,0.0,0.3522387166496818,0.0,-0.17760235982788,0,3,True,"GSE30528,GSE96804,GSE104948",0.0020255807034815,-0.858303251746328,-0.2799677216923077,-0.871366995206002,-0.1402602439024427,-0.5718953626176442,-0.1125791138888896,-3.8087594712571424,0.0001396657358689,2.6934504489116637
EDN1,3,1.78061134938097,0.4634002047628725,3.842491503196746,0.0001217916317258,0.4315245361206144,6.193408997522439,67.707606573374,0.5502141630425509,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020526463149372,2.717744578515514,0.5784811823589743,1.1309820486485889,0.5722381219512194,1.832920988112812,0.499923184817459,6.900450490309368,5.1837885968411795e-12,2.6876858761061797
REC8,3,0.8415079537691538,0.21906855180026,3.8412996610139407,0.0001223845990831,0.0089743145964069,2.116025137568096,5.483164425042765,0.2460755711295448,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020599260414102,1.3736341063928654,0.3761270465384615,0.6000481392974445,0.1307832317073165,0.9583303405676618,0.2313164351428565,3.982462568624877,6.820486932554766e-05,2.6861483720502832
ADAMTS3,3,0.8000060512339215,0.2082831526747571,3.840954205658508,0.0001225569787403,0.0,1.0590308385132854,0.0,0.4506770755599384,3,0,True,"GSE30528,GSE96804,GSE104948",0.0020601167832405,0.4299575954118637,0.1603983582735043,0.8867387942044596,0.5573526707317078,1.002383833602778,0.6342801976746033,3.9880392071380366,6.662165515059537e-05,2.6861081597865026
CDH13,3,-0.8002738110832384,0.2084870310497238,-3.838482456457323,0.0001237970577221,0.0,0.4591698155199591,0.0,-0.6766520264340556,0,3,True,"GSE30528,GSE96804,GSE104948",0.0020782309217605,-1.047715509697691,-0.9922361715555555,-0.7720214431964778,-0.5459194390243898,-0.6324666334861333,-0.4918004687222215,-3.95891600861704,7.529070662959607e-05,2.6823061976477547
PLCE1,3,-1.1968132225760586,0.31187839161456,-3.837435534986213,0.0001243258571101,0.128985588222605,3.5224086216489114,43.220670432501976,-0.6650732356836594,0,3,True,"GSE30528,GSE96804,GSE104948",0.0020843726922063,-1.6293129239391873,-0.4683317365213675,-0.75741948347709,-0.783444390243897,-1.5482257490359403,-0.7434435802857138,-5.211887452486723,1.8692894873217005e-07,2.6810246252489938
FASTKD1,3,0.9533522757561804,0.2489131788975831,3.8300594608067873,0.0001281122983152,0.0441049006762694,2.587283919619697,22.69885864346969,0.2208368770199319,3,0,True,"GSE30528,GSE96804,GSE104948",0.0021414382994966,0.3887785972805243,0.1100980781623931,1.1299762702694782,0.2624369390243881,1.2592373053127826,0.2899756138730147,4.676160188960892,2.922963132482851e-06,2.669294434260262
STX1A,3,0.7978004641521681,0.2085761244340601,3.8249846012667055,0.0001307802605487,0.0,1.4994727930643834,0.0,0.1085541099995133,3,0,True,"GSE30528,GSE96804,GSE104948",0.0021811487522022,0.6215150218807024,0.1288370452478632,1.029361780306643,0.1144025121951211,0.4406369911332291,0.0824227725555557,3.690328040303508,0.0002239650466109,2.661314714954252
CPVL,3,1.1372927733931333,0.2975989703986063,3.821561519079971,0.0001326093229706,0.1081809328646241,3.314530241724683,39.65962431649681,0.9093996086719778,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022087740357298,1.0766764801803894,0.8347872702393162,0.806201949419291,0.517060621951221,1.8661984325759344,1.376350933825396,5.220838917698865,1.7811441867671742e-07,2.655848711496261
PAX5,3,0.7955213637798002,0.2083177151911565,3.818788829600083,0.0001341085008537,0.0,0.3526349520715288,0.0,0.4970621628482483,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022308399777913,1.015553148804191,1.2586111723418805,0.7041947989005056,0.1038928658536582,0.8133943638913075,0.1286824503492063,3.796927193392396,0.0001465007938726,2.6515315813319065
C3,3,1.6017171179080536,0.4195634353870701,3.817580329492684,0.0001347669144502,0.3338492952212171,5.48891340703636,63.562915796118126,2.3084361329631915,3,0,True,"GSE30528,GSE96804,GSE104948",0.002238880999542,1.7690556878083523,2.6799608956410257,0.9975780400052968,1.964272902439025,2.350584250125266,2.281074600809524,6.619884804123913,3.5947889282287086e-11,2.6499689893221325
ZWILCH,3,1.366609601195843,0.3580119064300278,3.817218300986709,0.0001349647464508,0.209322983501338,4.367124474130576,54.20327467542203,0.3697387925754484,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022392594508427,1.4389226263859696,0.513370902017094,0.8871300305220396,0.2388296951219493,2.1007634113568474,0.357015780587302,5.702536845973495,1.1803738562775202e-08,2.6498955841604253
SH2D3A,3,0.7961280722440272,0.2086001554906918,3.816526744053899,0.0001353434113906,0.0,1.0933125808185646,0.0,0.2152024925911381,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,0.915900095813495,0.3824978962478632,0.621249647202609,0.0749813170731696,1.159919293669234,0.1881282644523816,3.759139044108093,0.0001704990677715,2.6497974044897945
SIDT1,3,1.4186630537945348,0.3717389151214747,3.816288787874017,0.0001354739365994,0.2358627862660083,4.647087867151488,56.96229429752672,0.4514835158750657,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,1.2274851076180104,0.5814614364871794,1.0097986904850045,0.1859938414634143,2.3479560013973555,0.5869952696746035,6.0609258386769245,1.353402282177751e-09,2.6497974044897945
EIF1AX,3,-1.123882614881324,0.2945198293581895,-3.8159828400364817,0.0001356419312817,0.1039229745614258,3.2847380662851973,39.112344435370574,-0.4373027141579941,0,3,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,-1.740582797333197,-0.5829213335897436,-1.1636232640076012,-0.5529754878048756,-0.5452958642080807,-0.176011321079363,-5.30663205441232,1.1166926929390803e-07,2.6497974044897945
PIGZ,3,-0.7992876164844716,0.2094777795089939,-3.815620054585094,0.0001358413895982,0.0,1.8135539686310056,0.0,-0.2305581700350463,0,3,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,-1.3613760727073283,-0.4021637254529914,-0.6819723468849024,-0.0971750243902418,-0.6027199906670838,-0.1923357602619058,-3.8103365964284666,0.0001387777141752,2.6497974044897945
OPTN,3,-0.7979019644020485,0.2091180611931727,-3.815557393031619,0.0001358758686984,0.0,1.922134288382508,0.0,-0.208577760642107,0,3,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,-0.9998209901728824,-0.2987278562991453,-0.940414747662146,-0.2617241463414625,-0.2745247732626844,-0.0652812792857133,-3.83539760438976,0.0001253613268013,2.6497974044897945
SORT1,3,-0.8549071030308952,0.2240763722006383,-3.815248768243222,0.0001360458077595,0.0155615355484619,2.2143898574123178,9.681667240963998,-0.3244227308874602,0,3,True,"GSE30528,GSE96804,GSE104948",0.0022397657308365,-0.7001853463612682,-0.2244576454358974,-1.1482291273962288,-0.6472812195121964,-0.4067668915809023,-0.101529327714287,-4.2227339401042325,2.4135667134994825e-05,2.6497974044897945
C1orf115,3,-1.416453644342687,0.3713243311404971,-3.814599598125302,0.0001364039161503,0.2468191879885306,4.970790255015999,59.76494888349372,-0.5150213362512784,0,3,True,"GSE30528,GSE96804,GSE104948",0.0022427749298133,-1.087090927968259,-0.6346734284615384,-2.038070012081453,-0.5497914756097564,-0.9542983535594932,-0.3605991046825405,-6.989939252282503,2.7500529309498444e-12,2.649214307176984
RALGDS,3,0.7931661976699984,0.2080194620695899,3.812942259242339,0.0001373222028407,0.0,0.1592097919624499,0.0,0.150745328182857,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022549751203317,0.8451031472700302,0.166972800051282,0.7235296613380299,0.0885969512195128,0.9226176560384484,0.1966662332777762,3.6802978152236334,0.0002329617122176,2.6468582454322562
CDC45,3,0.7923891424669751,0.2078597511044242,3.812133605745039,0.0001377723668886,0.0,0.2031278303476505,0.0,0.1471630439716094,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022594668169731,0.6431300670444703,0.1835650611111111,0.8699921561134007,0.1340746097560985,0.7579784982398351,0.1238494610476186,3.7456872390069695,0.000179900609215,2.645994032430278
GPR183,3,0.7968066429645639,0.2092187590510469,3.808485656729052,0.000139820455094,0.0,1.7050506089947457,0.0,0.757477963075186,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022879225401199,1.213222785219316,1.1471324874017097,0.5720920059974434,0.695687329268293,1.0064446153333082,0.4296140725555553,3.96695755440455,7.279595068423916e-05,2.640558683099273
TPP2,3,1.2805298646870995,0.3362377013166687,3.808406551890789,0.000139865183425,0.1728864756065516,4.062507823309463,50.7693255745972,0.2883714950750662,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022879225401199,0.761045332040987,0.3046592218547008,1.1718424438587112,0.2145995975609747,2.130980363455032,0.3458556658095233,5.761523622525554,8.335799374740566e-09,2.640558683099273
DVL3,3,0.7914078092031193,0.2078724564702597,3.807179761289567,0.0001405605764451,0.0,0.3754740675484177,0.0,0.1415836365838558,3,0,True,"GSE30528,GSE96804,GSE104948",0.0022963612948735,0.5653485584806927,0.1135602232564102,0.8745547678350479,0.1347823414634135,0.8293597611218723,0.1764083450317439,3.744922052856934,0.0001804497912359,2.638959781768066
SMU1,3,-0.7934301447111449,0.2084641936593677,-3.8060739870158056,0.0001411901619052,0.0,0.9136923582121446,0.0,-0.1980184601619061,0,3,True,"GSE30528,GSE96804,GSE104948",0.0023037047845553,-0.917852003909278,-0.2187148508461538,-0.6304948315471472,-0.1330995121951215,-1.1143058053418833,-0.2422410174444431,-3.78723559543326,0.0001523326478653,2.6375731757059517
SLC12A9,3,0.7908515933080416,0.2078056034290618,3.8057279508250272,0.0001413877266333,0.0,0.065721564034785,0.0,0.147006241274318,3,0,True,"GSE30528,GSE96804,GSE104948",0.0023039895529861,0.6960269556599816,0.237909023076923,0.827388672748524,0.0666725000000001,0.7993947086960055,0.1364372007460312,3.5965772029763268,0.0003224319181388,2.6375194944722526
NUP205,3,0.7919736599861351,0.2082759472031274,3.802520985362457,0.0001432311297182,0.0,1.3948743802092338,0.0,0.1601587698721267,3,0,True,"GSE30528,GSE96804,GSE104948",0.0023310593019795,0.3739212960354023,0.0706160732905982,0.8824861337228789,0.1331652926829258,1.0453825221508937,0.2766949436428563,3.806771372670506,0.000140792788679,2.6324466779187783
MAP4K4,3,1.7391763509575144,0.4575138158641548,3.801363566852179,0.0001439019689571,0.4326446458288501,6.610422593414382,69.74474821031117,0.6315386591803597,3,0,True,"GSE30528,GSE96804,GSE104948",0.0023366655221405,0.8434741215250826,0.4520584271794872,1.9203445502499767,0.6875928658536576,2.5751962479476007,0.7549646845079341,7.824345618034486,5.103043326243144e-15,2.6314034494754805
ZFHX4,3,0.7917449629162905,0.2082828750515499,3.801296495068708,0.0001439409342907,0.0,0.9801191418358092,0.0,0.1546239587402596,3,0,True,"GSE30528,GSE96804,GSE104948",0.0023366655221405,0.7153017704036562,0.1081442121965812,0.9646603890052274,0.2771257926829276,0.4605322259634714,0.0786018713412701,3.700845534538604,0.0002148822567332,2.6314034494754805
EMCN,3,-1.2144840789168012,0.3197566934603476,-3.7981506056179146,0.0001457797405748,0.1413060031640088,3.660025144640752,45.35556667066808,-1.0358430121962157,0,3,True,"GSE30528,GSE96804,GSE104948",0.0023635164023237,-2.054648572358295,-2.087630145384616,-0.941317218372471,-0.534860243902445,-0.9504630794635704,-0.4850386473015859,-5.501230605104337,3.7714953572640064e-08,2.626441379435129
CHMP5,3,-0.8956750589993125,0.2359922936110439,-3.795357235162685,0.0001474310144525,0.0292247139643176,2.3991959995953107,16.63874063072154,-0.2113453481390255,0,3,True,"GSE30528,GSE96804,GSE104948",0.0023842446736755,-0.3953024119241943,-0.114710249034188,-1.1857608243250188,-0.2744964634146338,-0.8639921256998752,-0.2448293319682548,-4.451861655266507,8.512900791905383e-06,2.6226491788920896
SLC7A9,3,-0.9079454379373244,0.2392776340065063,-3.7945269799543233,0.0001479251968353,0.032478777388952,2.433349923180774,17.808779536907572,-0.9927039037673008,0,3,True,"GSE30528,GSE96804,GSE104948",0.0023892160579764,-0.3865199994181437,-0.5155920962564102,-1.00290425487353,-1.3414023902439034,-1.3294326972495076,-1.1211172248015888,-4.568273121968434,4.91758976682429e-06,2.6217445750118964
CHRNA1,3,0.7913900547193888,0.2086225107056759,3.7934068190554937,0.000148594408114,0.0,1.165458706322518,0.0,0.2398349444230323,3,0,True,"GSE30528,GSE96804,GSE104948",0.0023969983210523,0.9907715668890176,0.1820680571196581,0.6011747170287878,0.1335829756097566,1.1128787113672287,0.4038538005396823,3.765049338617872,0.0001665161989025,2.620332270162415
SMAGP,3,1.6627889144662684,0.438527678740842,3.7917536225779074,0.0001495872774167,0.380679688976951,6.048944543737616,66.93638062741753,0.5079711795864977,3,0,True,"GSE30528,GSE96804,GSE104948",0.0024099753812525,1.0056028482736803,0.4166552853076923,1.461116822112351,0.3456435609756099,2.815744566482564,0.7616146924761908,7.176087544704194,7.17346298790145e-13,2.6179873938735967
KIAA0922,3,0.8531906469048733,0.225124749883331,3.789857167401772,0.0001507339331014,0.0168745240452694,2.2300273562550577,10.315001545153622,0.2725711630133069,3,0,True,"GSE30528,GSE96804,GSE104948",0.0024223473269269,0.318878369142805,0.0896111496239316,1.0264004484564446,0.3808074878048781,1.0810618699978158,0.3472948516111112,4.24594261729355,2.17676339230072e-05,2.615763585654964
ZNF184,3,-0.789122787563529,0.2082751682235753,-3.7888471981279888,0.0001513479636615,0.0,0.8536715144892609,0.0,-0.2381975709603075,0,3,True,"GSE30528,GSE96804,GSE104948",0.0024291633013276,-0.834867039619934,-0.3471510743247863,-0.9162758153531264,-0.2302339390243899,-0.4407123608979479,-0.1372076995317463,-3.838535487722117,0.0001237703281638,2.6145432886195006
CPED1,3,0.7881501594065916,0.2081728847134095,3.786036594014795,0.0001530691429827,0.0,0.6520240362090869,0.0,0.213029325138574,3,0,True,"GSE30528,GSE96804,GSE104948",0.002453709870972,0.8449090367156198,0.177488699034188,0.6587477509543755,0.2007504390243912,1.0842896173550003,0.2608488373571429,3.772918057536132,0.0001613492921401,2.6101767899728583
FXR2,3,-0.7860262558865112,0.2077472410601714,-3.783570130102707,0.0001545947380919,0.0,0.070080309795466,0.0,-0.2265141748061864,0,3,True,"GSE30528,GSE96804,GSE104948",0.0024750636917054,-0.7290520046730224,-0.2771530247948718,-0.8356813450973547,-0.2136600121951186,-0.7212578075768273,-0.188729487428569,-3.823856815801689,0.0001313802301527,2.606413620730295
COMP,3,1.5804188683560731,0.4178735390141927,3.782050598572109,0.0001555417346355,0.3319935035593969,5.560611675337233,64.0327338650436,1.134606487504979,3,0,True,"GSE30528,GSE96804,GSE104948",0.0024866104166867,1.2256656776459716,0.8215272273418803,1.1721515227914414,0.4488778292682926,2.681255136996539,2.133414405904764,6.772464383970753,1.2660697933038273e-11,2.604392251375229
KLK1,3,-0.7881450687782513,0.2084053008322458,-3.7817899335135543,0.0001557047329398,0.0,1.777930396634774,0.0,-0.9586163638082028,0,3,True,"GSE30528,GSE96804,GSE104948",0.0024866104166867,-0.3894493100025626,-0.3511094518632479,-0.8064373497132327,-1.026204390243901,-1.2263030460806414,-1.4985352493174595,-3.987076150503805,6.689256025775739e-05,2.604392251375229
