gene,AveExpr,logFC,t,P.Value,n_dn,n_ctrl,adj.P.Val
FOS,6.228027704918034,-3.7005304756097566,-15.802929835604202,2.4188763766184828e-23,41,20,4.836173692235396e-19
MIR4521,6.440577704918035,3.310796878048783,15.720953973369575,3.1297030850900474e-23,41,20,4.836173692235396e-19
DUSP1,7.400224098360659,-1.9531104999999975,-15.570898820423857,5.026166897737473e-23,41,20,5.177789599152553e-19
SNORD3D,8.70966918032787,-3.0360627195121923,-12.884477788566805,3.908757368364394e-19,41,20,3.02000366173254e-15
MIR4256,6.852178852459016,2.6723822560975607,12.750139122848703,6.26757408550504e-19,41,20,3.204329328898214e-15
SNORD3B-2,9.333000655737704,-3.1069893902439034,-12.67630112714066,8.13271616884888e-19,41,20,3.204329328898214e-15
SNORD3B-1,9.333000655737704,-3.1069893902439034,-12.67630112714066,8.13271616884888e-19,41,20,3.204329328898214e-15
OTTHUMG00000018564,9.55412393442623,1.2918913780487777,12.670720673683594,8.29465608515959e-19,41,20,3.204329328898214e-15
SNORD3C,8.933242786885243,-2.971297670731712,-12.599344445751486,1.0677550891042114e-18,41,20,3.666552336529518e-15
HIST2H2AA4,11.280837377049183,-2.8317503658536616,-12.351008774523047,2.58371444658799e-18,41,20,7.984969497180185e-15
PDK4,9.863261639344262,-3.2745936097560993,-12.295759867087707,3.1483764654550588e-18,41,20,8.845506787717145e-15
SNORD3A,9.906492131147541,-3.0419031707317075,-12.21968956141351,4.135743546938635e-18,41,20,1.0651262859844877e-14
NFATC3,7.522164426229509,-0.5166232439024396,-11.966712932748015,1.029898299007972e-17,41,20,2.4483851485262596e-14
CXCR2,5.143417704918034,-1.9150917195121933,-11.815795938635766,1.7816797047091266e-17,41,20,3.933057948145397e-14
HSD17B14,6.2751783606557385,-1.8997060975609754,-11.702821518544226,2.690423960090355e-17,41,20,5.543170165772828e-14
HSPA1B,9.543210327868852,-2.0073651951219524,-11.405855796176468,8.008536828793955e-17,41,20,1.4783966284687048e-13
VTRNA1-3,6.175689836065574,2.678566292682926,11.40170279651947,8.132257784814102e-17,41,20,1.4783966284687048e-13
CHCHD2,12.31549836065574,-0.6175976829268262,-11.357527048804556,9.573881179413645e-17,41,20,1.6437822102765483e-13
ALKBH7,9.497624590163932,-1.1121682317073187,-11.284105720784947,1.256353869768747e-16,41,20,2.043558755010691e-13
C6orf136,6.104785573770491,-0.4996479146341466,-11.20083976599607,1.7111908876089947e-16,41,20,2.6442177190777987e-13
LOC100506190,11.914842622950822,0.4478480487804877,11.16856160236071,1.9293541070598581e-16,41,20,2.7207704661595534e-13
HSPA1A,9.2534331147541,-1.9022238292682925,-11.167525370319256,1.9368047324222674e-16,41,20,2.7207704661595534e-13
GABARAP,14.687714754098364,-0.5915887804878022,-11.117807702002844,2.3305720911620254e-16,41,20,3.006044735196213e-13
DGKH,6.065954754098359,0.7538971463414628,11.117365540616142,2.334414290396671e-16,41,20,3.006044735196213e-13
ZFP36,10.24508606557377,-3.293419658536587,-11.000385110675637,3.612385150387778e-16,41,20,4.465630522909371e-13
NDUFC1,7.248033934426228,-0.5813769634146384,-10.883408742285486,5.598764390685204e-16,41,20,6.654992826697162e-13
DANCR,6.271633114754097,-1.3950207317073184,-10.86122090613339,6.085054988131793e-16,41,20,6.965134237341224e-13
MORN2,8.013351147540982,-1.327116524390247,-10.751768610853494,9.184544225203066e-16,41,20,1.0137440688567883e-12
CPPED1,6.914582950819671,-0.804918134146341,-10.72305555019865,1.02343052449375e-15,41,20,1.090659322740667e-12
G6PC,8.916981803278688,-4.695155414634144,-10.67643647920895,1.220267598931473e-15,41,20,1.2570790048325723e-12
MTHFS,6.246009836065574,-0.8164592073170729,-10.601507809599125,1.6198093622375729e-15,41,20,1.6148454303210383e-12
TCEB2,8.873563442622947,-0.6465881829268323,-10.573891147578882,1.7983304856498412e-15,41,20,1.6722803917788783e-12
PFN1P2,8.177498360655738,1.7593908048780484,10.569858689069054,1.8260071302418608e-15,41,20,1.6722803917788783e-12
MIR1254-1,9.350144426229507,1.5957279024390214,10.567280873239763,1.8439243772078854e-15,41,20,1.6722803917788783e-12
OTTHUMG00000154698,6.12112786885246,1.299935097560975,10.560227185573657,1.8938622783452755e-15,41,20,1.6722803917788783e-12
LPAR6,6.502716885245902,0.8885972439024394,10.531263735863973,2.1136162671571174e-15,41,20,1.8144808537914086e-12
NBPF8P,9.169890163934427,0.7557463536585374,10.518780258234893,2.2160925378023787e-15,41,20,1.851036212994122e-12
LOC550643,11.121053442622951,-1.017311219512198,-10.494688287453066,2.4282365623181254e-15,41,20,1.9748592357484647e-12
COASY,5.943256885245902,-0.5363865609756111,-10.474639916258154,2.6203008465327724e-15,41,20,2.0597558961337333e-12
MIR1256,7.655254918032788,1.7162497560975618,10.470095873583158,2.6659192960799008e-15,41,20,2.0597558961337333e-12
NPIPA5,12.469475409836063,0.894885487804876,10.462317511143555,2.7458727767687304e-15,41,20,2.0697853211228687e-12
NEBL-AS1,4.903160491803278,-1.13571437804878,-10.425259734332496,3.1612611443831524e-15,41,20,2.3261613254086032e-12
BLVRB,7.883900983606557,-1.2505684634146377,-10.39138167666413,3.596224278799178e-15,41,20,2.5846816589834557e-12
RNA5SP195,9.472448196721311,3.079551073170734,10.312540075195027,4.856734923026589e-15,41,20,3.41130438173038e-12
TALDO1,11.70813770491803,-0.7202571951219525,-10.301970391220351,5.056626377944087e-15,41,20,3.4727786268969332e-12
RAB11B,9.632669508196724,-0.7662157804878031,-10.274607556959669,5.613466951716993e-15,41,20,3.688270848380916e-12
ECH1,10.94386049180328,-1.3662876829268331,-10.270133959351964,5.710209904951558e-15,41,20,3.688270848380916e-12
NDUFA7,12.839619672131148,-0.8627785365853704,-10.264517575145984,5.834047205405585e-15,41,20,3.688270848380916e-12
CXCR1,4.710554262295082,-1.9439371951219506,-10.263902697858347,5.847768049528067e-15,41,20,3.688270848380916e-12
PTOV1,8.37005180327869,-0.5870509024390245,-10.216198156975262,7.017672505971947e-15,41,20,4.265246925474224e-12
ABHD14B,6.479178852459015,-0.5531735121951211,-10.215420179379151,7.038589004989011e-15,41,20,4.265246925474224e-12
LOC642799,12.58098032786885,1.0007129268292676,10.207550612124594,7.253730303252164e-15,41,20,4.311087211961695e-12
DICER1,9.969505245901642,0.495222914634148,10.198372837419928,7.51301704436907e-15,41,20,4.380939467098606e-12
NUDT16,5.711783114754098,-0.6697411463414635,-10.140385077974061,9.381529193598917e-15,41,20,5.369188143114343e-12
RNF38,10.553301803278684,-0.5542864634146358,-10.117441989570526,1.0244227497521958e-14,41,20,5.756324560198474e-12
CKB,6.446794918032786,-1.2289351341463393,-10.068067842477241,1.238160548036021e-14,41,20,6.740668526261972e-12
C11orf1,6.8255591803278675,-0.8714442439024381,-10.06700537056049,1.2432231224621661e-14,41,20,6.740668526261972e-12
NPIPA3,12.508295081967214,0.8491349999999986,10.05499994141927,1.3018968297000138e-14,41,20,6.873309310188456e-12
LOC100506060,7.304469672131146,1.2793904512195118,10.052954651052767,1.3121671227992847e-14,41,20,6.873309310188456e-12
HIST1H2BD,6.8400436065573755,-1.540290756097562,-10.041364373424168,1.3719271193115574e-14,41,20,7.066567937053947e-12
CNBP,13.86549836065574,-0.5339681707317059,-10.030953097987,1.42794131461946e-14,41,20,7.234512512838428e-12
LOC440354,10.01542081967213,1.3220631463414634,10.025215272466687,1.4597900085752754e-14,41,20,7.27658229274498e-12
SLC7A5P2,10.346285081967217,1.5045814878048827,10.018681280055311,1.496929829990906e-14,41,20,7.343272443788721e-12
LAMTOR4,6.2563339344262285,-0.720330500000002,-10.004200407135857,1.58266669947104e-14,41,20,7.642549116742577e-12
PCBD1,10.167014754098359,-1.2332492682926848,-9.995251669675888,1.6381038070551145e-14,41,20,7.788553562621278e-12
MIR548G,16.25654754098361,1.4120570731707307,9.984290322501176,1.708680257996712e-14,41,20,7.794119614727648e-12
LOC100190986,9.219379672131145,2.342959670731707,9.982573585172428,1.7200077340843463e-14,41,20,7.794119614727648e-12
SPDYE3,6.591682131147542,1.173829890243904,9.981431656653744,1.7275843077175298e-14,41,20,7.794119614727648e-12
MIR548D1,18.589732786885243,1.2674874390243964,9.979548411715683,1.7401528989361194e-14,41,20,7.794119614727648e-12
ARHGAP24,6.206045081967213,-0.7299370365853646,-9.915085367984494,2.230688227022884e-14,41,20,9.716266623596257e-12
LOC595101,9.944230327868851,1.3454001219512204,9.914912086357955,2.2321790334099153e-14,41,20,9.716266623596257e-12
EIF4EBP2,12.415122950819676,-0.7383262195121976,-9.899131390587861,2.372237130282337e-14,41,20,1.0113685292612124e-11
SDHB,7.6202213114754125,-0.752438256097558,-9.897313365185024,2.3889306790509143e-14,41,20,1.0113685292612124e-11
SMG1P1,10.68187950819672,1.5475648048780482,9.892559234775357,2.433145266416822e-14,41,20,1.016166952143404e-11
AAMP,5.284258032786887,-0.343024524390243,-9.88353806860367,2.5193215046316172e-14,41,20,1.032975387996471e-11
SMG1,8.703559672131146,0.7274713780487794,9.881395075137657,2.5402403975968868e-14,41,20,1.032975387996471e-11
MIR548D2,16.084854098360648,1.55239658536585,9.875970919287717,2.5939730702773325e-14,41,20,1.0411264641158566e-11
PRUNE,8.30642573770492,-0.6996703902439005,-9.865210279612928,2.7039797612443804e-14,41,20,1.0713653143750972e-11
FIS1,9.866081803278687,-0.5517475243902474,-9.858841168353663,2.7712913685638133e-14,41,20,1.0780304302462205e-11
CHCHD2P6,9.397114098360657,-0.6279725365853661,-9.857046058052697,2.790565747280299e-14,41,20,1.0780304302462205e-11
UQCR10,11.15814442622951,-1.00748280487805,-9.845640305763405,2.9162229399377956e-14,41,20,1.1126650612194762e-11
LOC101060449,8.068375081967215,0.9518649512195099,9.840455611225014,2.975210457262961e-14,41,20,1.1213277948989246e-11
PDK2,5.9525836065573765,-0.7258931463414617,-9.826195497335412,3.1437193148887856e-14,41,20,1.170561993092023e-11
YTHDC2,6.95475442622951,0.503614402439025,9.80809624401332,3.371500908805353e-14,41,20,1.2404313760313027e-11
DCAKD,6.684642950819674,-0.5218431707317084,-9.802657180903303,3.443145240882305e-14,41,20,1.2518871019937368e-11
MIR548F1,15.460793442622949,1.4244815853658448,9.79076865889309,3.605123083825001e-14,41,20,1.2815815000752552e-11
RASA1,9.678249508196723,0.48864274390244056,9.790580136539837,3.607752483628772e-14,41,20,1.2815815000752552e-11
MXD1,7.25698,-1.0466409756097557,-9.7726708108654,3.866547832505069e-14,41,20,1.3579052359496494e-11
NFIC,10.112113278688522,-0.7002223048780483,-9.759891320099944,4.062563353263227e-14,41,20,1.4107137127258432e-11
RPP25L,6.575629180327867,-0.7217829756097567,-9.746682121057308,4.275687733260756e-14,41,20,1.468223659960263e-11
UBXN6,8.734690819672128,-0.7727363658536603,-9.733649895883168,4.4969822616455497e-14,41,20,1.5272443603973156e-11
ILF3-AS1,5.131222295081967,-0.7630946829268295,-9.715422666035215,4.8259605752992816e-14,41,20,1.6211555606480903e-11
KIAA1191,11.776191803278687,-1.316533536585366,-9.705970479171743,5.005988426228769e-14,41,20,1.6635491646516142e-11
TXN2,7.870633278688524,-0.8151098536585364,-9.703057653660512,5.062817103166979e-14,41,20,1.664535772057186e-11
NPIPB5,14.54714262295082,1.2389362195121993,9.67070554614898,5.739375699167856e-14,41,20,1.8671095366608694e-11
NDUFS7,5.5157793442622935,-0.41767913414633995,-9.66141013899462,5.950086721271262e-14,41,20,1.9154940637592537e-11
S100A8,5.987350000000001,-1.8084543536585374,-9.652285352937856,6.164499341378031e-14,41,20,1.9640603313947224e-11
C12orf10,7.171585409836065,-0.5742481829268309,-9.635836882880326,6.570831780050368e-14,41,20,2.0721587363515983e-11
CHCHD2P8,7.686481967213117,-0.525012170731709,-9.592799382752318,7.766157092802547e-14,41,20,2.4243745954854824e-11
JUN,6.26810049180328,-1.2445205243902429,-9.584832429960215,8.010337894682906e-14,41,20,2.475594926351752e-11
CLPP,9.489162295081966,-0.8781034878048803,-9.568551908201675,8.533607268811656e-14,41,20,2.596110664656447e-11
FUOM,5.981802950819671,-0.703478109756098,-9.567508300882084,8.56829923297064e-14,41,20,2.596110664656447e-11
LOC728734,8.670474098360653,0.929018243902437,9.54705785535498,9.277489292025485e-14,41,20,2.7591535559126673e-11
AURKAIP1,4.951363934426229,-0.2876835365853667,-9.54685065001186,9.28496909286256e-14,41,20,2.7591535559126673e-11
VPS28,10.258710163934428,-0.8275242682926809,-9.543062996716726,9.422771479473625e-14,41,20,2.773435738791737e-11
MIR548AD,17.90046557377049,1.479317804878054,9.53671281960631,9.658434719938523e-14,41,20,2.8159804247141514e-11
COX8A,17.16570655737705,-0.9144546341463382,-9.525083362783564,1.0105497011783165e-13,41,20,2.9187886462538195e-11
FAM197Y3,3.7154847540983598,0.41356624390243857,9.498319727148612,1.1215042512013897e-13,41,20,3.2092674892017544e-11
MIR548AI,16.546568852459014,1.446412439024387,9.476876327420323,1.2191852527863512e-13,41,20,3.450949714882305e-11
PNRC1,11.565475409836068,-0.57392012195122,-9.474965429054194,1.228294672826577e-13,41,20,3.450949714882305e-11
VASH1,5.40705344262295,0.6582985243902444,9.463787400076454,1.2829694437306577e-13,41,20,3.5493275021123345e-11
OTTHUMG00000164836,7.552550163934426,0.921826292682927,9.463126134667991,1.2862795024642662e-13,41,20,3.5493275021123345e-11
PRDX6,11.690542622950819,-0.9423196341463438,-9.447209890947516,1.3685941769627732e-13,41,20,3.743044516728717e-11
NPIPB3,14.630519672131143,1.2024434146341427,9.424473302254176,1.4954572074647334e-13,41,20,4.054132017254174e-11
LOC145837,4.4235786885245885,-0.8781267073170742,-9.420392702732668,1.5194470066079088e-13,41,20,4.0833486729754284e-11
MRPL16,8.235941639344261,-0.9674984756097569,-9.410222593925488,1.580934705213036e-13,41,20,4.2094632595802923e-11
FUZ,6.326754590163937,-0.6460650000000001,-9.408174536531462,1.593616571334393e-13,41,20,4.2094632595802923e-11
NPIPB11,14.424263934426227,1.244301707317069,9.355756178709813,1.9554394139417182e-13,41,20,5.1164321967294805e-11
MIR548O2,12.218317704918034,1.7414216097561006,9.353845377246618,1.9700871425685427e-13,41,20,5.1164321967294805e-11
ANG,7.411439836065575,-0.7459327926829289,-9.344482411121398,2.043471662060329e-13,41,20,5.262790976331206e-11
APOOL,9.469456885245902,-0.6836896585365846,-9.341321022419693,2.0688654425937722e-13,41,20,5.284155909368639e-11
CRYAB,8.920129836065572,-0.8265227195121927,-9.329698747200958,2.1649788945639623e-13,41,20,5.484317437417971e-11
MIR548AJ2,16.536972131147543,1.3449267073170752,9.319914233808145,2.2493670261003639e-13,41,20,5.651763247287134e-11
PROK2,5.105369836065574,-0.8185956951219513,-9.310514622464742,2.333548632853819e-13,41,20,5.815993588576393e-11
MIR1273A,17.444091803278692,0.4164467073170748,9.305867248011495,2.3763327395840784e-13,41,20,5.875245065347675e-11
HMGCL,5.152660491803278,-0.5416145487804895,-9.30045798631339,2.427124956185638e-13,41,20,5.953198156421996e-11
SPDYE8P,6.617172459016394,1.1116728658536568,9.27703341754435,2.6599809880032264e-13,41,20,6.472969483011002e-11
PMM1,5.78816786885246,-0.6546492195121951,-9.269661889243066,2.737807445905144e-13,41,20,6.610307743413943e-11
NAA60,8.294049344262293,-0.5872450000000011,-9.259316863413844,2.8509029183326376e-13,41,20,6.830011991555827e-11
FGFR4,6.085527049180329,-0.531143292682926,-9.248939509493315,2.969070790490814e-13,41,20,7.058394829239892e-11
BLOC1S1,4.7712527868852455,-0.590772670731706,-9.228690151775476,3.214018439917565e-13,41,20,7.582384724095599e-11
SAT2,10.073260327868853,-1.6852807317073157,-9.219581867260276,3.3307244364847096e-13,41,20,7.798184750724239e-11
OTTHUMG00000151147,4.037611803278691,0.816403621951221,9.21449799257501,3.397707509860583e-13,41,20,7.895199292649724e-11
VN1R10P,3.8075744262295084,0.5217031341463416,9.187597357788423,3.7753416589499015e-13,41,20,8.617631531883364e-11
BIRC6,8.743436065573771,0.42571835365853694,9.186573591216558,3.790518569819731e-13,41,20,8.617631531883364e-11
LOC613037,14.480483606557376,1.2150509756097563,9.18623160668929,3.79560199680675e-13,41,20,8.617631531883364e-11
NPIPB6,7.831233606557378,0.8566090243902424,9.18458700324576,3.8201440539330884e-13,41,20,8.617631531883364e-11
FAM127B,10.253676721311471,-0.7914724390243908,-9.181824143234657,3.861733137179263e-13,41,20,8.648323377139502e-11
BTG2,10.457588032786886,-1.4656558780487856,-9.173153533084147,3.995229014654827e-13,41,20,8.88291746028111e-11
OTTHUMG00000153018,9.018186393442623,0.8197431341463393,9.167845656530142,4.0792296163419063e-13,41,20,9.004899378074759e-11
MACROD1,5.0150481967213105,-0.8815181463414623,-9.161648822901974,4.17954696212148e-13,41,20,9.160914813075485e-11
C9orf131,4.183158852459017,0.679654341463416,9.152646126283358,4.3297209705319317e-13,41,20,9.423241309456997e-11
LOC101060684,9.63469262295082,0.6554764268292672,9.138168579010573,4.582677071766017e-13,41,20,9.904030412792221e-11
IMP3,5.639559672131147,-0.5883930975609752,-9.133115204554406,4.674424739038991e-13,41,20,1.0032159483333336e-10
NME3,6.382397213114755,-0.8814429878048786,-9.128930196176428,4.751802316333896e-13,41,20,1.0127893143882694e-10
CHP1,13.062550819672133,-0.5091032926829282,-9.12595993509385,4.807499837675171e-13,41,20,1.0175840872069348e-10
ATOX1,5.512317049180328,-0.3098762073170729,-9.124234744643596,4.840150811176813e-13,41,20,1.0175840872069348e-10
LUC7L,7.657442950819669,0.6255452560975616,9.114144071919123,5.035639966490461e-13,41,20,1.0515300889485656e-10
OTTHUMG00000162354,8.288235081967214,0.8412533536585389,9.106224760308889,5.194604096480581e-13,41,20,1.0697842753045326e-10
MIR297,5.497743114754099,1.5937702317073184,9.105606244724973,5.207229801584776e-13,41,20,1.0697842753045326e-10
ADI1,8.562564098360657,-0.9788571829268324,-9.103876472059804,5.242703435429684e-13,41,20,1.0697842753045326e-10
NPIPL3,12.902573770491804,1.2371599999999976,9.102963805090285,5.261517872392459e-13,41,20,1.0697842753045326e-10
ARNTL,5.36043213114754,-0.7526817804878041,-9.097810967581436,5.3690224578576e-13,41,20,1.0845074448371838e-10
RNU7-29P,8.068263770491804,1.5141126463414665,9.090232728439371,5.53115158719249e-13,41,20,1.1100015571570384e-10
S100A9,9.832681639344262,-3.2927433414634137,-9.072508344670036,5.92981843141736e-13,41,20,1.1823292814384097e-10
NFIL3,5.71973786885246,-1.223895268292683,-9.069464459663507,6.001132282490917e-13,41,20,1.1888781614768063e-10
FAM96B,10.52346836065574,-0.7444107317073136,-9.0544568138144,6.365539582809053e-13,41,20,1.2530382216988138e-10
CISH,4.300236229508197,-0.4756746829268286,-9.050395614843112,6.467918739390906e-13,41,20,1.2651330926637716e-10
OCEL1,6.471905081967211,-0.6788837560975622,-9.044363488292774,6.623044612961673e-13,41,20,1.2805929517045818e-10
MIR548Q,12.865332786885249,1.491402073170736,9.041941697544772,6.686371488743934e-13,41,20,1.2805929517045818e-10
RNA5SP312,7.850687540983609,3.0548324512195135,9.039375493697042,6.754138525411643e-13,41,20,1.2805929517045818e-10
RNA5SP313,7.850687540983609,3.0548324512195135,9.039375493697042,6.754138525411643e-13,41,20,1.2805929517045818e-10
RNA5SP315,7.850687540983609,3.0548324512195135,9.039375493697042,6.754138525411643e-13,41,20,1.2805929517045818e-10
NPIPA8,9.862403606557379,0.5924522439024393,9.034157529744428,6.894067340455679e-13,41,20,1.29915336071209e-10
SKIL,11.562,0.6708363414634153,9.02034870641262,7.278589393134267e-13,41,20,1.3633018496655425e-10
ATP6V1F,10.212936393442622,-0.8450934146341496,-9.01398540485477,7.462964080931256e-13,41,20,1.3894150898866292e-10
LIMA1,9.732171803278687,0.6516165853658542,9.000444981461074,7.871058582498258e-13,41,20,1.4566171586353813e-10
RBM25,9.047306065573773,0.5674146585365865,8.98331798364179,8.419519961315549e-13,41,20,1.5381912847587078e-10
ERRFI1,10.580729999999999,-1.9840011951219534,-8.98254702660031,8.445092088562771e-13,41,20,1.5381912847587078e-10
DHDH,4.865981967213113,-0.5794576463414653,-8.982063446132464,8.461171927163253e-13,41,20,1.5381912847587078e-10
PEBP1,15.236922950819677,-0.7984707317073116,-8.965068815184853,9.046235956853459e-13,41,20,1.6349352178161178e-10
BCAT2,5.727441803278689,-0.44223615853658593,-8.958811479086078,9.271745175950723e-13,41,20,1.665949329434634e-10
SPRYD4,7.698788196721311,-0.7120512195121966,-8.92049529671528,1.0781211767207073e-12,41,20,1.9160581431807046e-10
VTI1B,10.3833137704918,-0.7426545121951182,-8.920342325898211,1.0787708037969346e-12,41,20,1.9160581431807046e-10
PRINS,4.79423819672131,1.2887599390243896,8.911734109217251,1.1159682993895104e-12,41,20,1.9708000167218752e-10
MRPS36,10.017756393442623,-0.7537853414634164,-8.908517185215507,1.1301974555752415e-12,41,20,1.9845882025314112e-10
TMEM160,8.527834590163936,-0.7476597560975602,-8.882648912329323,1.2514459218312306e-12,41,20,2.1737992864018784e-10
BNIP3L,11.621090163934426,-0.46723743902439097,-8.882532852207545,1.2520183561868124e-12,41,20,2.1737992864018784e-10
MIR548A3,10.094730819672133,1.5836638780487835,8.872691176935312,1.3015286304283051e-12,41,20,2.2471364426473055e-10
MTRNR2L9,8.744793606557376,-0.5468120243902419,-8.86669647780377,1.3326447081109209e-12,41,20,2.2880769280093337e-10
HAUS4,7.320053770491805,-0.5791239268292685,-8.854549619495272,1.3980035504127754e-12,41,20,2.387033134005902e-10
NDUFB5,8.317307868852463,-0.6306635731707271,-8.850598550860738,1.4199494755641654e-12,41,20,2.4111834363906886e-10
C6orf47,6.009065573770493,-0.6650241219512187,-8.848481495740836,1.4318505007622145e-12,41,20,2.418105995959357e-10
FLJ31306,8.638206229508196,0.6360867682926781,8.844503364781144,1.4544851644840889e-12,41,20,2.4429817395859115e-10
SNORD66,3.669520163934426,-1.8942334999999995,-8.807878794513032,1.6805084135576027e-12,41,20,2.8073574335674437e-10
OTTHUMG00000015592,6.914208524590166,0.47878531707317507,8.80641147136256,1.690264672396362e-12,41,20,2.808474715075783e-10
HIST1H1E,13.05569213114754,-1.6331156097560982,-8.796563148400926,1.7572345670949057e-12,41,20,2.89358845689356e-10
GABARAPL1,5.65145475409836,-0.6811948048780501,-8.79613357676363,1.7602155958452976e-12,41,20,2.89358845689356e-10
SPDYE1,6.995649836065571,1.1651719146341444,8.786873766061127,1.8257232688196194e-12,41,20,2.9853956414217106e-10
NDUFAB1,13.832036065573776,-0.9386917073170729,-8.782293899264523,1.8590222309172595e-12,41,20,3.02384642349989e-10
MAML2,9.891080327868854,-0.6713677439024384,-8.779698929686917,1.8781594562958447e-12,41,20,3.0389799998336694e-10
RNU7-53P,9.06384967213115,1.3669418170731706,8.769846596367266,1.952636309500887e-12,41,20,3.1430325596419224e-10
PRKX,6.5799850819672105,0.4769680487804866,8.765195258481489,1.988820492290672e-12,41,20,3.184688980012602e-10
MED16,6.241747540983606,-0.4606258170731712,-8.762264236618487,2.0119667701573993e-12,41,20,3.2051460325625995e-10
MRPS24,6.951028196721309,-0.5039698048780519,-8.756419947198403,2.0589294666742257e-12,41,20,3.2556693870658106e-10
MIR548AA2,15.354218032786882,1.5095685365853644,8.755704863050772,2.0647506871538553e-12,41,20,3.2556693870658106e-10
TMED1,4.759952295081968,-0.5708673170731693,-8.734682160959785,2.2434739684509698e-12,41,20,3.5030594326781864e-10
MIR1285-2,11.831796721311472,1.1405463414634163,8.733896656603724,2.250444858734292e-12,41,20,3.5030594326781864e-10
OTTHUMG00000161597,6.030881475409835,0.6544273048780482,8.733311643448356,2.2556506296811487e-12,41,20,3.5030594326781864e-10
S100A12,5.631340655737706,-2.910526987804878,-8.731974429785021,2.2675953356955587e-12,41,20,3.504001692483562e-10
TTC14,7.62082344262295,0.7323934390243885,8.730159732523285,2.2839067929050884e-12,41,20,3.511648728096107e-10
MGMT,3.8913004918032787,-0.45919313414634244,-8.716776479581673,2.4078963520870346e-12,41,20,3.683962215903455e-10
FKSG52,14.926365573770493,0.7084712195121945,8.714728232146552,2.4274596886499867e-12,41,20,3.6955981122033423e-10
DDTL,5.714336721311477,-0.8936355365853661,-8.705177420894344,2.5208095246340095e-12,41,20,3.8189028607261796e-10
GHITM,11.624385245901639,-0.9543743902439008,-8.702101659727468,2.551632609305478e-12,41,20,3.83029879276305e-10
STRA13,7.417484098360653,-0.7286880000000018,-8.701662348977989,2.5560658352599845e-12,41,20,3.83029879276305e-10
RNU7-76P,3.933815573770492,0.8822059146341457,8.70072870909285,2.5655131858985645e-12,41,20,3.83029879276305e-10
MIR4454,12.170077049180328,1.4433671951219509,8.696457817834405,2.6091784834522247e-12,41,20,3.876762549571683e-10
ARF1,13.370190163934426,-0.5694719512195068,-8.68408448181049,2.7399396252112363e-12,41,20,4.0515710103901085e-10
MRPL11,6.45285786885246,-0.5747050000000016,-8.661560746988291,2.9950889652337246e-12,41,20,4.4077725938356314e-10
SSU72,7.648649344262294,-0.32760742682926836,-8.651345161578137,3.1185443204181378e-12,41,20,4.567706740403912e-10
VDAC3,7.403677213114755,-0.5248369878048793,-8.645911538319869,3.186277239619306e-12,41,20,4.6239471790062215e-10
SLC25A1,6.043536065573772,-0.42095941463414643,-8.645864865427862,3.186865391128701e-12,41,20,4.6239471790062215e-10
FTL,18.476959016393437,-0.6017069512195121,-8.642818691237805,3.225488500023594e-12,41,20,4.658117854823793e-10
C6orf57,6.9775077049180325,-0.8149418414634164,-8.640060656310032,3.2608632864444624e-12,41,20,4.680133419354564e-10
OTTHUMG00000162382,7.120352295081966,0.7856536585365843,8.63927430134784,3.2710202833864616e-12,41,20,4.680133419354564e-10
OTTHUMG00000162969,3.5737891803278687,0.5580327317073168,8.63637103103169,3.308796307740491e-12,41,20,4.708114348995303e-10
MAK,4.697427377049181,0.6207134999999999,8.635436804069299,3.3210449056171365e-12,41,20,4.708114348995303e-10
MED11,6.772357704918031,-1.0698727439024402,-8.629538100715061,3.399440092115029e-12,41,20,4.797246394831734e-10
UBQLN2,8.727832295081965,-0.48341191463415,-8.616214139047978,3.583422306009115e-12,41,20,5.03389392578235e-10
SON,9.392508688524588,0.39170508536585125,8.613757645890843,3.618417799184059e-12,41,20,5.060054392931373e-10
COMTD1,4.558958196721313,-0.27404741463414606,-8.609722296451173,3.6766518631272626e-12,41,20,5.100931754730993e-10
HBA1,12.784646065573769,-3.405963170731706,-8.609446957428366,3.680659379728236e-12,41,20,5.100931754730993e-10
BBS1,8.689424262295079,-0.6833327682926864,-8.607597809656223,3.707687241652846e-12,41,20,5.11544974121791e-10
LMAN2,10.09461786885246,-0.7912959146341425,-8.588746862719747,3.9948452149890815e-12,41,20,5.487141838632781e-10
RNA5SP314,7.947474918032788,2.8731177317073167,8.583314986275663,4.081657814254619e-12,41,20,5.51146369419721e-10
RNA5SP317,7.947474918032788,2.8731177317073167,8.583314986275663,4.081657814254619e-12,41,20,5.51146369419721e-10
RNA5SP311,7.947474918032788,2.8731177317073167,8.583314986275663,4.081657814254619e-12,41,20,5.51146369419721e-10
RGS17,4.539856721311475,0.5868761219512209,8.582711376448446,4.091420863493886e-12,41,20,5.51146369419721e-10
MYPOP,5.631284262295082,-0.47281507317073146,-8.582076170230833,4.101720270717872e-12,41,20,5.51146369419721e-10
VNN2,6.354767213114756,-1.4110985487804886,-8.578609202206247,4.158394840632304e-12,41,20,5.563428248906551e-10
PRR13,11.526149180327867,-0.5198030487804868,-8.560957046885672,4.459373370724382e-12,41,20,5.940385087165388e-10
OTTHUMG00000164014,7.59604737704918,0.7070314756097567,8.558922564341781,4.495438190150666e-12,41,20,5.962726062944478e-10
RNH1,7.0317157377049195,-0.4709642804878049,-8.55770459904836,4.517168673866836e-12,41,20,5.965944353241649e-10
