gene,g,var_g,logFC,n_dn,n_ctrl
ADAM10,1.5234117688753375,0.09217069796058613,0.6373468048780477,41,20
ADAM11,0.1525159564440463,0.07270016998958746,0.013121939024391516,41,20
ADAM12,1.0254867278159947,0.08141510144684776,0.704767121951221,41,20
ADAM15,1.9010698077676391,0.10313072335429634,0.7008291219512204,41,20
ADAM17,1.1868904344634539,0.08444125292561122,0.3060140000000011,41,20
ADAM18,-0.26188206300853284,0.0730842470909058,-0.024780743902438562,41,20
ADAM19,1.1828275136305784,0.08435965990510826,0.35465046341463413,41,20
ADAM1A,1.0275700392762313,0.08145134853745283,0.4726373292682924,41,20
ADAM2,0.10504920963954868,0.07259656168006078,0.0115742926829272,41,20
ADAM20,1.1247266447349913,0.0832234658235433,0.44546362195122047,41,20
ADAM20P1,0.885718067429454,0.07915131726078173,0.3625555121951214,41,20
ADAM21,0.44831313770748865,0.07420630179018994,0.10069859756097532,41,20
ADAM21P1,-0.46061965598358107,0.0743010966888111,-0.09083675609756092,41,20
ADAM22,1.12954114601773,0.08331544188430785,0.39094164634146367,41,20
ADAM23,0.8925954250515381,0.07925496215783231,0.1478384268292694,41,20
ADAM28,0.9000181688784787,0.07936772581451397,0.5054747073170738,41,20
ADAM29,-0.40391606176996875,0.07388565361658508,-0.044899731707317425,41,20
ADAM30,-0.44855755919026347,0.07420815953989834,-0.056401475609755725,41,20
ADAM32,0.4498969477236167,0.07421835767264665,0.08512035365853343,41,20
ADAM33,0.18491366234033876,0.07279281359594403,0.016834365853658717,41,20
ADAM3A,0.09434046067170024,0.07257846664678837,0.009037170731708066,41,20
ADAM5,-0.009331347690765532,0.07250377979534749,-0.0009892439024401511,41,20
ADAM6,0.08019105071198929,0.07255753852894552,0.008062439024389523,41,20
ADAM7,-0.64247926355019,0.0760011741177396,-0.06895170731707356,41,20
ADAM8,0.2278721883477784,0.07294309047477698,0.021151073170732282,41,20
ADAM9,0.8916409127120718,0.07924052931375673,0.2914179390243863,41,20
ADAMDEC1,0.5154874937038135,0.0747549686268332,0.17918723170731665,41,20
ADAMTS1,1.4969314351035128,0.09149290392544357,1.173431353658538,41,20
ADAMTS10,0.9333352291373789,0.07988536942161188,0.10328156097560903,41,20
ADAMTS12,0.9245883664713919,0.07974764906114844,0.1591003902439021,41,20
ADAMTS13,0.3361585092592452,0.07346069055210742,0.027348231707316373,41,20
ADAMTS14,0.6828233919040232,0.07645429429095418,0.06324584146341428,41,20
ADAMTS15,0.5114897770032719,0.07472017571000114,0.11963912195121873,41,20
ADAMTS16,1.1859688828546675,0.08442272146526124,0.7343772804878039,41,20
ADAMTS17,0.5691823778108256,0.07524853831365816,0.048579219512197014,41,20
ADAMTS18,0.4704521417844302,0.07437867931788844,0.07082475609756145,41,20
ADAMTS19,-1.1137381348726123,0.08301501334636274,-0.7612661951219524,41,20
ADAMTS2,1.0800473068659207,0.08238865361753904,0.21725682926829215,41,20
ADAMTS20,-0.6567094289551813,0.07615784928711795,-0.039482463414636015,41,20
ADAMTS3,0.8867387942044596,0.07916664941481744,0.5573526707317078,41,20
ADAMTS4,-0.07936451880109648,0.07255642092072719,-0.009063353658535611,41,20
ADAMTS5,1.3416720181149095,0.08775798937282893,1.0467926097561016,41,20
ADAMTS6,1.447436615416442,0.09025789574109731,0.6256514634146328,41,20
ADAMTS7,1.2115700614785583,0.08494288945485115,0.12464780487804772,41,20
