gene,AveExpr,logFC,t,P.Value,n_dn,n_ctrl,adj.P.Val
NR4A1,10.933013256341834,-4.771263285940217,-18.353310575870132,7.461666556789571e-20,27,9,1.28221278111872e-15
NR4A2,7.367697316907053,-4.224891812652984,-15.626458025470514,1.2963465512176514e-17,27,9,1.1138209568062061e-13
DUSP1,11.290835674402649,-3.1672927842483194,-13.96879640594528,4.2007778294375316e-16,27,9,2.406205540701818e-12
HEATR9,6.7604147271665855,1.3371295260390843,12.886053110383987,4.780283521686361e-15,27,9,1.658038236028257e-11
ATF3,8.923014824554283,-3.59938660878961,-12.882076306209893,4.824366375780543e-15,27,9,1.658038236028257e-11
BEST1,8.498738650493594,1.2893233476510453,12.622844681743693,8.811698184078485e-15,27,9,2.523670359920078e-11
MIR27B,7.178271262764919,1.4742812545404869,12.107560432648407,2.988605988725855e-14,27,9,7.3366007586093e-11
NR4A3,8.39375277065683,-3.25600087757756,-11.585733080808083,1.0642033244372135e-13,27,9,2.2859087408911347e-10
FOS,10.433425179152733,-4.6329084859604475,-9.990875912942128,6.398301228786057e-12,27,9,1.2216489812828846e-08
CHRNB2,7.669699316748624,1.1602658371799945,9.951074790776165,7.1169867251665695e-12,27,9,1.2229829988526232e-08
PYGO2,11.126629378750906,0.3534148498802736,9.881868880429735,8.56834543010878e-12,27,9,1.3385313442817207e-08
EGR1,10.705772731154324,-4.026370443254443,-9.66580380267375,1.5356178349123177e-11,27,9,2.00601915703795e-08
ZNF79,9.254650114452517,0.4571067480046249,9.647160548843146,1.6153640613007772e-11,27,9,2.00601915703795e-08
MGC16275,7.122688269711367,0.8290842383558772,9.642865328016287,1.6343265944210487e-11,27,9,2.00601915703795e-08
ZFP36,11.731394902709365,-2.34960355180864,-9.571394784159255,1.9853089215933645e-11,27,9,2.2743699005773583e-08
CYR61,11.528893676704108,-2.248919249492266,-9.535087395697131,2.192095099785059e-11,27,9,2.3090478493128735e-08
SLC25A25,11.16622838337644,-1.075544679708834,-9.502536760076557,2.3960801156475134e-11,27,9,2.3090478493128735e-08
GADD45B,10.165178154290253,-1.7611504851635633,-9.499102974795836,2.4186953728835964e-11,27,9,2.3090478493128735e-08
MYO1H,6.967152500635904,1.1265308409606698,9.433704160805915,2.8934174472051115e-11,27,9,2.6168676533038228e-08
CYB561D1,10.556509293884956,0.5921322940159577,9.380102023921848,3.35259529947401e-11,27,9,2.880549881308069e-08
GPR161,9.448953067981401,1.0180034590105453,9.233330758312881,5.027644511229172e-11,27,9,4.093883010640563e-08
PKD1L3,7.126413047645282,0.8032398345355842,9.21831740203169,5.241237560177629e-11,27,9,4.093883010640563e-08
FLJ31356,5.990250029063065,-1.8669787761216146,-9.048947096664534,8.397422218935298e-11,27,9,6.248881165564883e-08
TMED7,9.16126162212624,-0.9459408894680497,-9.035152256728416,8.727487661403467e-11,27,9,6.248881165564883e-08
CNPY4,9.159521507693547,0.5866631298175768,8.91391963949623,1.2259799323630401e-10,27,9,8.426895663090594e-08
MOB1B,11.42248065141512,-0.6640655532640931,-8.85626714210103,1.4419641584834492e-10,27,9,9.530273884376765e-08
FOSB,7.287550748701991,-5.754934229437263,-8.816789251874749,1.6118120085226561e-10,27,9,1.0258287983130861e-07
CNNM1,7.612972422164325,1.4359935083623627,8.688533859960764,2.3174367077681468e-10,27,9,1.4222440137959942e-07
PRPH2,7.774518051398236,1.151527698721102,8.583116981839316,3.1281107351028614e-10,27,9,1.8535674093795716e-07
FAM212A,7.862256635440856,0.9415044543456164,8.540766404144415,3.5300877170746286e-10,27,9,2.0220342443403472e-07
ZBTB10,11.316564225635512,-0.5464905804063918,-8.505708727355495,3.902288489264659e-10,27,9,2.1371122302215353e-07
HES1,10.518377483903329,-1.2247378638254887,-8.498842701036747,3.97972482350379e-10,27,9,2.1371122302215353e-07
SNORD97,5.5939048871681285,-1.5498358270718553,-8.458801622505678,4.4634305835301554e-10,27,9,2.3242300347691576e-07
CHIC1,9.458791277215111,-0.6257130660824703,-8.412355832202019,5.099855502543342e-10,27,9,2.547241374430409e-07
IER2,11.696660918426693,-1.0920975848597578,-8.406380252181682,5.188166207231397e-10,27,9,2.547241374430409e-07
ZBTB39,10.0085728389569,0.49768389883856834,8.371783808632145,5.730835506965093e-10,27,9,2.735518815324671e-07
SCML1,8.728275633262987,-0.8203908893673741,-8.338633299146867,6.304846041809013e-10,27,9,2.928174983309353e-07
GRK6P1,6.766047129554115,1.1423906432375563,8.325077434017023,6.556063971696914e-10,27,9,2.964721139201047e-07
TRAPPC6B,9.89222783892235,-0.4262439166982297,-8.310792910949584,6.831785443256498e-10,27,9,3.010189770690248e-07
GDF11,9.734675175238936,0.8417149497899956,8.291794687502552,7.216810347583298e-10,27,9,3.100341725321785e-07
ZNF331,10.221730346909547,-0.7771096826068238,-8.227403854876567,8.693318668876345e-10,27,9,3.6435606830724664e-07
PTRH2,9.02253860419702,0.5316737439408552,8.196688442290094,9.502150644075938e-10,27,9,3.8877370635190694e-07
ETNK1,11.557502684618242,-0.3298822099765406,-8.134133023225262,1.1393475942648264e-09,27,9,4.384118113484147e-07
MIR3189,5.145930353977694,-3.3562030255568462,-8.133280124074629,1.1421744657607433e-09,27,9,4.384118113484147e-07
SCAMP1,10.276863913159126,-0.5237718580162021,-8.131506552455377,1.1480756232936839e-09,27,9,4.384118113484147e-07
PIM3,11.804597872915007,-0.9399027078573106,-8.064173005037784,1.396541197344954e-09,27,9,5.216992159820802e-07
ST3GAL6,10.013602677919534,-0.895292275215331,-8.011222268523266,1.6297471101425797e-09,27,9,5.9586328384447e-07
CUL4B,10.903813269793925,-0.5681659487935935,-7.995869921292029,1.7044762117551325e-09,27,9,6.102024838083374e-07
