gene,g,var_g,logFC,n_dn,n_ctrl
ABCB9,0.9751535605871993,0.3315698919753479,0.33501089100496273,6,6
ABCC1,3.002575629462839,0.7347966891712614,0.5445356051186288,6,6
ABCC10,1.6043564094111151,0.4127216430599796,0.3161960262829293,6,6
ABCC11,-0.30604611267558335,0.28870687979324505,-0.34468396689088676,6,6
ABCC2,-1.1725037120592656,0.35276191637869114,-1.4269240482479573,6,6
ABCC3,1.2783771436694686,0.36573607471187874,0.49143391754857024,6,6
ABCC4,-0.5858171468444,0.301182755115899,-0.17912646120785958,6,6
ABCC5,0.009356149706536287,0.28402804551591987,0.0021523060798376292,6,6
ABCC6,-1.2094032435121491,0.3571564789099386,-0.8345508432309394,6,6
ABCC8,-0.6830219774768418,0.30734961972487207,-0.9868293014802374,6,6
ABCC9,0.23051440727414402,0.2866805132371008,0.10059254514895155,6,6
