gene,AveExpr,logFC,t,P.Value,n_dn,n_ctrl,adj.P.Val
TNS3,-0.13000700477272722,-1.0393233037179486,-8.72803178752235,9.386523625883901e-09,9,13,5.916638725515486e-06
DPP6,-0.7600499593181819,-2.81814717482906,-8.666812172215671,1.0642154302650022e-08,9,13,6.403190750189925e-06
LEPREL1,-0.2284874945454546,-1.3774173654700856,-8.583965948507997,1.2622832251590917e-08,9,13,7.264714370187346e-06
SGCE,-0.23460234500000005,-1.3272185845299145,-8.334925995854967,2.1201129419891802e-08,9,13,1.1407822601817795e-05
ERCC5,-0.19406596050000002,-0.7777159444529914,-8.327254173901565,2.1545332405034743e-08,9,13,1.1407822601817795e-05
CXADR,-0.24176276500000002,-1.6864874371794871,-8.258835867410427,2.4881625421618965e-08,9,13,1.266761829638347e-05
EFEMP1,-0.06725519636363643,-1.1200692917948718,-8.218230910334963,2.7109057697019167e-08,9,13,1.3037065016993133e-05
FANCL,-0.37090013590909093,-1.3769465142735042,-8.204264941093495,2.7921810933952956e-08,9,13,1.3037065016993133e-05
C1QA,0.09655120454545463,1.922276208034188,8.193556236870887,2.8561976693571115e-08,9,13,1.3037065016993133e-05
ZNF211,-0.11870997318181821,-1.1402794335897437,-8.168212640095701,3.013793364568583e-08,9,13,1.3297860922264776e-05
GJA1,-0.27571600586363637,-1.9385544420427352,-8.142228293295304,3.184688978719167e-08,9,13,1.3598621939130844e-05
LOC728392,-0.48617544590909073,-1.9527208737606836,-8.119447586255179,3.3427161260873694e-08,9,13,1.3827354175318285e-05
KLK6,-0.4812422413636364,-2.5896215752991454,-8.092030788783893,3.5436608916010925e-08,9,13,1.4049165863539736e-05
ARMCX1,-0.1271783654545455,-1.06604686991453,-8.075676094669276,3.6694104812668587e-08,9,13,1.4049165863539736e-05
TACC2,-0.2465616587272727,-1.4968368253675213,-8.069921087242685,3.714745072326742e-08,9,13,1.4049165863539736e-05
ANKRD28,-0.2093060618181819,-1.222430606717949,-8.009258426002779,4.229190220075688e-08,9,13,1.5273654290332476e-05
GTF2A2,-0.1284475786363637,-1.2940725453846156,-8.004854151410536,4.2692846471428695e-08,9,13,1.5273654290332476e-05
TSPYL4,-0.1000417822727273,-1.0865148347863247,-7.987775538923391,4.428496414613874e-08,9,13,1.5426317642169435e-05
DQ597730,-0.05358598586363638,-0.899014291102564,-7.966526439073552,4.6351530219758826e-08,9,13,1.573218475689609e-05
TNNT2,-0.7332160909090909,-3.237843932478633,-7.918535405417777,5.139209154349294e-08,9,13,1.70069278940304e-05
B3GNT1,-0.2996584300000001,-1.1907673386324786,-7.862127089888363,5.804470543735126e-08,9,13,1.83576077934053e-05
PVRL2,-0.17901370500000002,-1.2945580727350428,-7.860515404654968,5.8247301301127345e-08,9,13,1.83576077934053e-05
C2orf68,-0.12437417318181815,-1.085173263846154,-7.849587327995256,5.964033275153105e-08,9,13,1.8359513596093407e-05
POGLUT1,-0.14855159122727277,-1.095571003051282,-7.834009420815143,6.16855811319527e-08,9,13,1.8557546305537678e-05
THSD7A,-0.3886026022727273,-2.2649741493162394,-7.79794211795273,6.670245323081443e-08,9,13,1.962089718702868e-05
NRIP2,-0.4445741836363634,-1.7420059399999996,-7.776233968263357,6.992248743079117e-08,9,13,2.012095578524745e-05
LRRC2,-1.115701297136364,-3.168107127923077,-7.748873614836849,7.420992533201013e-08,9,13,2.0900357055740812e-05
H2AFJ,-0.3022961209090908,-2.109431959145299,-7.688519686247257,8.464998797397613e-08,9,13,2.3343997725240042e-05
KBTBD11,-0.2504598876363637,-1.5450984381880342,-7.678920296683524,8.644472970668096e-08,9,13,2.3352426267904817e-05
SYBU,-0.1754206522272727,-1.0781440492222223,-7.596718935087439,1.0350977998433488e-07,9,13,2.7403179153052817e-05
SYNPO,-0.6635831927272726,-2.5101103989743585,-7.567453614042911,1.1039050401849314e-07,9,13,2.8651747092015565e-05
F2R,-0.28260730145454543,-1.9204715908717946,-7.545595607953844,1.1583500979250045e-07,9,13,2.9486692781217855e-05
ZNF274,-0.12473271318181821,-1.0315547566666667,-7.484106167562573,1.3267985314785748e-07,9,13,3.3137419172041313e-05
CRYZL1,-0.14225153336363638,-1.0044512083931623,-7.439267621985226,1.465345838307925e-07,9,13,3.5341134707767604e-05
SYNJ2,0.03822688522727268,-1.1786648654273506,-7.438319372848003,1.4684312222763603e-07,9,13,3.5341134707767604e-05
FAM65A,-0.4398925490909091,-1.7911505593162391,-7.427445286093188,1.5042936311166798e-07,9,13,3.5557740705520524e-05
ZFPM2,-0.19101632936363638,-1.5083578241538462,-7.396845684296865,1.6101151308211415e-07,9,13,3.7391392959086754e-05
NFE2L3,-0.06564222650000001,-1.2770625852393165,-7.34186427287687,1.8198738238715733e-07,9,13,4.153391345963451e-05
STXBP1,-0.02540164109090912,-1.4223105532649574,-7.322297012323321,1.9011254345913965e-07,9,13,4.164605266947049e-05
GGT5,0.21854103445454542,0.8705311556068375,7.316905284203403,1.9241620137819373e-07,9,13,4.164605266947049e-05
TCF21,-0.6237804322727274,-2.5397624472649576,-7.306473948886748,1.9695475476346914e-07,9,13,4.164605266947049e-05
ZDHHC6,-0.600489582,-2.2559674193504273,-7.306049026215461,1.9714194584565765e-07,9,13,4.164605266947049e-05
UBAP2,-0.20699557259090906,-1.107053509068376,-7.303633202467395,1.9820966368336034e-07,9,13,4.164605266947049e-05
FOXD1,-0.19476188318181817,-1.447385285897436,-7.2815239139841434,2.0826132352681253e-07,9,13,4.3074299055069026e-05
SQRDL,-0.18062102195454544,-0.9508046876324787,-7.26989587713279,2.1375628511715527e-07,9,13,4.323643864229602e-05
NEK7,-0.31092821849999996,-1.2030509855128206,-7.266108658841019,2.15577921764111e-07,9,13,4.323643864229602e-05
CEP112,-0.057485623409090976,-0.8108305614102566,-7.245993531530616,2.2552373684768844e-07,9,13,4.4556085144072414e-05
CLCC1,0.053820436454545456,-1.0528825657948717,-7.219649419122037,2.3926591623316065e-07,9,13,4.6086917910721e-05
ARHGEF3,-0.40741543481818193,-1.7952894603931622,-7.217849727357258,2.4023550168767463e-07,9,13,4.6086917910721e-05
CTNNBIP1,-0.26827820545454545,-1.5055058429059827,-7.1758886321438835,2.640218720786819e-07,9,13,4.992653601007875e-05
MCM6,-0.4715528960909092,-1.6441966002905983,-7.149950756767246,2.79920899138948e-07,9,13,5.218750622397542e-05
MXRA8,-0.38056520999999993,-1.6808232993162393,-7.105476057032457,3.095055837055736e-07,9,13,5.69017418265372e-05
KLHL3,-0.09707149272727272,-1.1155445259829062,-7.0972736665183715,3.153028354718349e-07,9,13,5.717347442658464e-05
ANXA2P2,-0.3421382854545455,-1.2567207984615385,-7.09095842531673,3.1984207983127253e-07,9,13,5.721283257738587e-05
SERPINE2,0.275047339090909,1.7634973866666666,7.079195511168573,3.284764537993952e-07,9,13,5.797390425256792e-05
SRGAP2,-0.526094354090909,-2.4757558999145295,-7.0675941664958755,3.3722643854171013e-07,9,13,5.8735083776008116e-05
STON1,-0.23502156818181827,-1.5353735102564103,-7.052748556600614,3.4877299329208356e-07,9,13,5.943195743668964e-05
PTPRA,0.12278467954545456,-0.9138127544444444,-7.049861650729578,3.510650212570541e-07,9,13,5.943195743668964e-05
BCAR3,-0.28496556500000003,-1.360155547948718,-7.045326312218894,3.5469703388218487e-07,9,13,5.943195743668964e-05
C1QB,0.35690211454545456,2.204685843760684,6.997866648888864,3.9509601243134816e-07,9,13,6.392442564209902e-05
TSPYL5,-0.14810221981818184,-1.2231824172307695,-6.997342252768651,3.955678223691745e-07,9,13,6.392442564209902e-05
MMP11,0.07666048045454547,0.6601880465811967,6.992918759197312,3.9957078124445524e-07,9,13,6.392442564209902e-05
GNE,0.03921051590909089,-0.8751298700000001,-6.991541553742647,4.0082551396043054e-07,9,13,6.392442564209902e-05
KAT2B,-0.21816786240909095,-1.1071478316495726,-6.952278621215713,4.3834790140768454e-07,9,13,6.907632346349428e-05
ZNF423,-0.24290067181818184,-1.2947600757264957,-6.945282356799587,4.4540291283977105e-07,9,13,6.936233361482411e-05
MAGEL2,-0.025587730454545484,-0.7199874500000001,-6.919395778191836,4.7253432629955683e-07,9,13,7.190812592196375e-05
FGF9,-0.09643570718181825,-1.6281764631965812,-6.9163067373248355,4.7588309186388725e-07,9,13,7.190812592196375e-05
ACTN1,0.1532227365909091,1.2355086372222224,6.914321999760587,4.780475244491055e-07,9,13,7.190812592196375e-05
ADRA2A,0.1976704556363636,1.0065888178119657,6.903952027814794,4.89521499106276e-07,9,13,7.271032605689442e-05
NDN,-0.3596312759090909,-1.3530564510256409,-6.899647761126625,4.943664988381429e-07,9,13,7.271032605689442e-05
NAP1L2,-0.011658970000000057,-1.093686471965812,-6.8681000940703125,5.314104159074577e-07,9,13,7.696733256808597e-05
PPAP2C,0.10435722231818181,0.6139203435982906,6.865212958660501,5.349395328445954e-07,9,13,7.696733256808597e-05
ELOVL4,-0.30607599000000013,-1.8618748264957266,-6.817460657017155,5.969208916173636e-07,9,13,8.37895931984139e-05
CETN3,-0.07762505318181813,-1.1241393385470086,-6.815639339139568,5.99425522307811e-07,9,13,8.37895931984139e-05
DACH1,-0.11802901568181827,-2.2310373628632476,-6.814248384539236,6.013455733058337e-07,9,13,8.37895931984139e-05
OLFML3,-0.031751395727272785,1.1914937702735042,6.804280881722603,6.152900832623811e-07,9,13,8.483952950150146e-05
PCOLCE,0.08018259504545461,0.8263804113589744,6.7948328646587415,6.288135068710867e-07,9,13,8.497269788269007e-05
XPA,-0.07720375213636362,-0.7855714158717948,-6.794638738747867,6.29094537471e-07,9,13,8.497269788269007e-05
NTNG1,-0.3713381454545457,-1.8800007112820514,-6.770195053664286,6.655287234315408e-07,9,13,8.898589608144753e-05
SAP18,-0.04119248636363633,-0.9593133362393162,-6.7436769519315645,7.075051064800447e-07,9,13,9.302850774333337e-05
ETS2,0.08638863090909087,-1.8874517723076925,-6.74226213009457,7.098193912575863e-07,9,13,9.302850774333337e-05
PJA1,-0.24342370009090908,-0.9431282072820513,-6.735690783233809,7.206704213272209e-07,9,13,9.352465065792571e-05
PMEPA1,-0.17082747227272724,-0.9230451359829059,-6.728863540790812,7.321239197332252e-07,9,13,9.408858568455051e-05
UGGT2,0.05366095954545455,-1.0671352672649572,-6.684481403661576,8.112646785762461e-07,9,13,0.00010325683221455546
F5,-0.14152587500000002,-1.540046951196581,-6.651126492973707,8.764650527827049e-07,9,13,0.00011049302765413965
TMPRSS4,0.052569067136363626,1.0107313005726495,6.6414203091524096,8.964275576951816e-07,9,13,0.00011185962448172654
HPS5,-0.11540809272727283,-1.817719545128205,-6.637697819977923,9.042063775436081e-07,9,13,0.00011185962448172654
MYO1E,-0.2171461382272726,-1.2005965356666666,-6.627799497583745,9.252283767597387e-07,9,13,0.00011303703709914253
WT1-AS,-0.35805708995454527,-1.8650915819572649,-6.625213311329486,9.30802828723014e-07,9,13,0.00011303703709914253
RNASE6,0.2594178377272726,1.4200724267521367,6.61405175143315,9.55258117136262e-07,9,13,0.00011495228815029728
MYO5C,-0.2504772063636364,-1.4259961661709402,-6.58007774519374,1.0338189890505998e-06,9,13,0.00012147855565730475
TERF2IP,-0.1461531926363637,-0.8748539266495727,-6.5795783806429124,1.0350217308410083e-06,9,13,0.00012147855565730475
ITGA3,-0.19631112681818177,-1.2984400815384611,-6.5766286583773335,1.0421555149374285e-06,9,13,0.00012147855565730475
UPF3B,-0.12258445190909094,-0.8015677704444444,-6.574965291896397,1.04620044911481e-06,9,13,0.00012147855565730475
MAGI2,0.08749437045454542,-2.6174960465811967,-6.556100127838257,1.093215716049598e-06,9,13,0.00012583388202911766
FAM98A,-0.12322575490909098,-1.2232517838290597,-6.530137778809162,1.1614745922440594e-06,9,13,0.00013253826877185012
RAI14,-0.33548732290909083,-1.1855824056752136,-6.523867438425739,1.1786038529426204e-06,9,13,0.0001328638697743384
IDS,0.19261947518181816,0.6422563650769231,6.521765849712821,1.1844025559697764e-06,9,13,0.0001328638697743384
TRAM2,0.00480911890909091,-1.3384354173162394,-6.5154713131863256,1.20194553242274e-06,9,13,0.00013369876481243535
ITGB7,0.053534880227272735,0.8573360082136752,6.504925139908199,1.2319354285879533e-06,9,13,0.0001346088345590986
MAFB,-0.5233065409090908,-1.9384252295726498,-6.502601039807353,1.238646627164201e-06,9,13,0.0001346088345590986
ANKMY2,-0.20187831000000003,-1.1020475437606836,-6.501915133709535,1.2406344198995264e-06,9,13,0.0001346088345590986
SOBP,-0.2640545595454545,-1.2833934787179486,-6.497233943685303,1.2542881043947038e-06,9,13,0.00013498383445424957
TENC1,-0.24547622590909082,-1.35472519991453,-6.490537513111865,1.2740871458341844e-06,9,13,0.00013600880281779918
CYTH4,0.1571094565454546,0.8853185528547008,6.474733031803651,1.322091951782986e-06,9,13,0.0001400042493260111
TAF7,-0.15310625863636362,-0.8452120623076922,-6.431607985345496,1.4627056155952153e-06,9,13,0.00015366535106058621
KLK7,-0.3182790054545454,-2.113134197760684,-6.413635207377253,1.5257350595118185e-06,9,13,0.0001590248423839208
SEMA3G,-0.592996123181818,-2.7058660954700855,-6.407111455481012,1.549293960663196e-06,9,13,0.0001602187824788963
OSBPL9,-0.04989034409090905,-0.7015248114358974,-6.359232123104907,1.7339677989842871e-06,9,13,0.0001779266027531396
RFC1,-0.06887114909090913,-1.1142877097435897,-6.354318453450639,1.7541503255751826e-06,9,13,0.00017861298353568226
BST1,-0.04558578195454541,-1.044378714247863,-6.340837731315693,1.8107621609646511e-06,9,13,0.00018296991392892432
EXOC1,-0.03999554199999998,-0.7369618256752135,-6.332938781005548,1.844796904945944e-06,9,13,0.00018499679265734443
NR3C2,-0.10662477177272724,-1.0155040289487178,-6.326365057651808,1.873619159920632e-06,9,13,0.00018647441217946922
CEBPA,0.10075083795454537,0.7255394776495725,6.3218741184096485,1.893573473568039e-06,9,13,0.00018705397066880696
SSBP2,-0.08762448445454549,-0.6850332420854701,-6.310850716003559,1.9434780784948405e-06,9,13,0.0001905616246298978
FOXC1,-0.530536193090909,-1.6290317793504272,-6.29477344415229,2.0186806961804783e-06,9,13,0.0001964799733480955
FERMT2,0.007750703636363651,-1.2598723866153847,-6.289388160014845,2.0445295430002984e-06,9,13,0.00019754333985908722
TPPP3,-0.2859609454545454,-2.7827755305982906,-6.270027340525533,2.1402831696602786e-06,9,13,0.00020529658200574717
SMPD2,0.08261140777272727,0.7134795510512819,6.25589849556495,2.2130396746897092e-06,9,13,0.00021074824585516318
IQGAP2,-0.34575904554545467,-1.3344295692991452,-6.240909125414128,2.2929904202967744e-06,9,13,0.00021680224423906
RARRES1,0.9447365927272725,3.244359770940171,6.230213097113935,2.3518379693355988e-06,9,13,0.00021934186337022507
LCK,0.3679883718181818,1.6947453399999999,6.230006225201793,2.35299120635884e-06,9,13,0.00021934186337022507
HTRA1,-0.546101748,-1.8646911514188036,-6.218593439422951,2.4175155971608036e-06,9,13,0.0002237807969204025
ZNF804A,-0.07953921199999989,-2.254905867452991,-6.20875548382821,2.4745839705099715e-06,9,13,0.0002255526546419672
CREB3L2,-0.11009615077272734,-1.2289072826923078,-6.206823342136263,2.485952490541046e-06,9,13,0.0002255526546419672
FAM114A1,-0.39004274,-1.2937788675213673,-6.203995301305475,2.502688528493863e-06,9,13,0.0002255526546419672
CD163,0.274869352681818,1.9733480961452987,6.202283016995721,2.512877457874325e-06,9,13,0.0002255526546419672
RASL11B,-0.5174132491818182,-2.0589233034358974,-6.200780191436733,2.5218548679467514e-06,9,13,0.0002255526546419672
PSPC1,-0.05698492500000003,-0.8460309752136752,-6.189590868861561,2.589733287254178e-06,9,13,0.00022944982827820804
TDRD7,-0.1482572752272727,-0.8707142123504273,-6.187908962890387,2.6000962636346005e-06,9,13,0.00022944982827820804
RASGRP3,-0.31162476500000014,-1.6743814840170943,-6.176148835045512,2.673747417818026e-06,9,13,0.0002343867190043524
COLGALT2,-0.15387574363636358,-1.6848417887179488,-6.166802810332845,2.7337947872404034e-06,9,13,0.00023807395788619226
JAM3,-0.026955861363636424,-1.6092455717606837,-6.1610802397740745,2.7712389017756258e-06,9,13,0.00023975744668499317
CD1C,0.3570432713181819,1.1786065759743591,6.13826853189041,2.9257744231540415e-06,9,13,0.0002505826381875189
CASC3,-0.10753353981818176,-0.7444992192820512,-6.13705707196972,2.9342229295962395e-06,9,13,0.0002505826381875189
FTO,-0.07599752568181821,-0.6396207238034188,-6.131784712201273,2.9712821078443676e-06,9,13,0.00025212090552266596
GHR,-0.2825092400000001,-1.8007286319658122,-6.117093878104654,3.0770809781958658e-06,9,13,0.0002594351650215202
UBL3,0.05287569136363639,-0.7206812151794871,-6.113227776754388,3.105556512243436e-06,9,13,0.0002601788072947238
SPOCK2,-0.23725975681818168,-1.1514462494871793,-6.1015079319363545,3.1935307769205307e-06,9,13,0.00026586645845344065
SHROOM2,-0.09024652681818181,-1.0312223733846153,-6.095792544094482,3.2373503830228058e-06,9,13,0.00026640597909143986
EDN1,0.04444746709090908,0.5784811823589743,6.095415438339727,3.2402630984151862e-06,9,13,0.00026640597909143986
CLIP3,-0.23524997399999997,-1.452002036786325,-6.090247174831268,3.2804523241565593e-06,9,13,0.00026804535441271837
FMOD,0.03418133481818184,0.742333765863248,6.073330223064175,3.4155900051303347e-06,9,13,0.00027737524477245546
ST14,0.23904319781818179,1.036091102940171,6.070250139663691,3.4407986549199605e-06,9,13,0.00027771860850716776
CSRNP2,-0.09855905799999999,-0.8730026074188034,-6.066090974097645,3.475140140829008e-06,9,13,0.0002787165133919152
MIR6872,-0.2585996859090908,-1.5884300510256408,-6.0630537763989105,3.500438236834507e-06,9,13,0.0002787165133919152
CD68,0.04380637895454546,0.5865347761794871,6.061157308854693,3.516329813133629e-06,9,13,0.0002787165133919152
DNTTIP2,-0.05389824613636363,-0.7325532593589743,-6.043062981202203,3.6716996676241406e-06,9,13,0.0002892993363115521
UBE2Q1,-0.1427884981818182,-0.7448846770940172,-6.032648804037434,3.7642765198722946e-06,9,13,0.00029483862895591454
NXN,-0.24071702113636373,-1.133130820042735,-6.0278016669389105,3.8081728176745277e-06,9,13,0.0002965222563973984
BRIX1,-0.06664642327272723,-0.7002057635213674,-6.022473347844151,3.857028853734968e-06,9,13,0.0002985701224379519
ZNF91,-0.032391702727272674,-2.169249427316239,-6.011618712706602,3.95854126956073e-06,9,13,0.000304646574332415
CPEB1,-0.03284560377272721,-1.0390145938888888,-6.003102852408146,4.040083828542704e-06,9,13,0.0003091247955978022
NES,-0.6147469677272729,-2.515545968119658,-5.995840770464794,4.110971717189085e-06,9,13,0.00031234133679736576
HS3ST3A1,-0.45994136909090916,-2.1961194441025644,-5.99398243564874,4.129314341583366e-06,9,13,0.00031234133679736576
C8orf33,-0.25500495409090906,-1.3879492852136752,-5.975371251212751,4.317677840290171e-06,9,13,0.00032111378596842455
LOC101928717,0.12040316063636358,0.5924416189572649,5.974562107883144,4.326062892972117e-06,9,13,0.00032111378596842455
SPOCK1,-0.5912368445454546,-2.724024110940171,-5.972360912896613,4.348957623056633e-06,9,13,0.00032111378596842455
MANSC1,-0.13297220113636365,-0.9350146700085471,-5.971902031202162,4.353745994181948e-06,9,13,0.00032111378596842455
CAND2,-0.2605597086363635,-1.5464413146153846,-5.969340470420629,4.38057435693721e-06,9,13,0.00032111378596842455
UNC50,-0.041450154545454525,-0.7405211261538461,-5.968364203401913,4.390843488727419e-06,9,13,0.00032111378596842455
ALG11,-0.05348027586363636,-0.8563148032393162,-5.963695011578205,4.440297704562246e-06,9,13,0.000322946267666431
FAM174B,-0.03602420090909089,-0.6835022543589743,-5.9492709532255965,4.596683870275012e-06,9,13,0.00033098447849878675
TSPAN2,-0.4418559486363636,-1.8797609735897434,-5.94889566605388,4.600826776745241e-06,9,13,0.00033098447849878675
TSPAN5,-0.04804533686363643,-0.9825296100940173,-5.94482153884948,4.646047687819737e-06,9,13,0.0003324309905063236
NGFRAP1,-0.08354026772727269,-0.493011810068376,-5.939251942037194,4.708600821944254e-06,9,13,0.0003350954251616994
PLA2R1,-0.3515700013636362,-1.8928631765299144,-5.931913175462291,4.7923352765870035e-06,9,13,0.00033775223305391875
TMEM158,0.010733364090909091,0.7589252607692307,5.931511266542398,4.796964554969913e-06,9,13,0.00033775223305391875
MYO1C,-0.08968097640909095,-0.775100393940171,-5.921643661216448,4.912061089639855e-06,9,13,0.0003390092518339894
AMIGO2,-0.5753578840909092,-2.1694346672649574,-5.920153840056684,4.929681144444109e-06,9,13,0.0003390092518339894
FSTL1,-0.0627111067727273,-0.8623830908461538,-5.919385931771882,4.938788278828097e-06,9,13,0.0003390092518339894
ZNHIT6,-0.09378638972727273,-0.8817986847350426,-5.917509997816728,4.961108315377382e-06,9,13,0.0003390092518339894
VSIG4,0.11867119877272735,1.5766574024188036,5.915494330886765,4.985205364844286e-06,9,13,0.0003390092518339894
JADE1,-0.11875091772727271,-0.752787103059829,-5.913540569631418,5.008676048646814e-06,9,13,0.0003390092518339894
GOLGB1,-0.05098043827272727,-0.8025577747179488,-5.913267321195741,5.011967556692989e-06,9,13,0.0003390092518339894
ZNF329,-0.07637036827272731,-0.6531314656581196,-5.912625842867835,5.019703358726443e-06,9,13,0.0003390092518339894
BZW2,0.17160782072727268,1.0373345261709401,5.905548098714101,5.1058673836957245e-06,9,13,0.000341163965162867
FRG1,-0.11548341599999999,-0.8334733208717948,-5.9048480326866475,5.114471349168345e-06,9,13,0.000341163965162867
EMP2,0.009252919090909072,-1.3693191152136754,-5.9023251761766184,5.145600411223609e-06,9,13,0.000341163965162867
RPL37A,0.2758539845000001,1.215592681957265,5.89873725095258,5.190203620335839e-06,9,13,0.000341163965162867
CDKN1C,-0.18175208045454558,-1.9647772515384618,-5.897476011987721,5.205975989974125e-06,9,13,0.000341163965162867
GPRASP1,0.029917369318181845,-0.7548033258547008,-5.897454197180161,5.206249222852545e-06,9,13,0.000341163965162867
MTHFD2L,-0.10966122936363633,-0.7409439711623931,-5.891282464925543,5.284140004373762e-06,9,13,0.00034351630688999457
ZNF124,-0.22188312618181827,-1.671859276034188,-5.890503964655456,5.294048999437855e-06,9,13,0.00034351630688999457
SERPINA3,0.4780048004545453,2.322105515025641,5.884957607058117,5.3651942380745605e-06,9,13,0.0003464345177043559
NISCH,-0.14747633022727277,-0.7301735453418805,-5.870702457485321,5.5525479652607295e-06,9,13,0.0003560515189422757
CLDN5,-0.48864878500000003,-1.7580211084615385,-5.869554051000097,5.567928112189399e-06,9,13,0.0003560515189422757
TOR1AIP1,0.05443902513636361,-0.8841294444188036,-5.8649199357199455,5.6304326357201205e-06,9,13,0.0003583174846107079
DNAJC24,-0.006828483636363655,-0.6611644534700856,-5.858124842947718,5.723377718184863e-06,9,13,0.0003624897170125025
LOC101928916,0.7365888886363637,2.1222147978632475,5.840775535094025,5.967831667230177e-06,9,13,0.0003721130056940082
HEBP1,-0.130096047590909,-0.8763473587435897,-5.840407254027597,5.973134381210756e-06,9,13,0.0003721130056940082
WRB,-0.14394209772727276,-0.8312330664102564,-5.840058995331709,5.978153211324438e-06,9,13,0.0003721130056940082
MXRA7,-0.23716532018181827,-1.1375238822564104,-5.839392728494936,5.987766881681933e-06,9,13,0.0003721130056940082
CLEC10A,0.2562153322272728,1.005233805974359,5.83592910345989,6.037998062454265e-06,9,13,0.0003731928073669468
FAM131A,0.09784650727272727,-0.6177558454700856,-5.834316657454301,6.061528562657215e-06,9,13,0.0003731928073669468
TRIM16,0.19149159986363642,1.0036494357863248,5.812775090965425,6.3849832508798376e-06,9,13,0.00038913058532439313
MYLIP,-0.012313668636363568,-1.5838634221709402,-5.811339794317012,6.407148685453994e-06,9,13,0.00038913058532439313
PTGES,0.16080141154545452,0.960625289008547,5.81124682526499,6.408587111937577e-06,9,13,0.00038913058532439313
MS4A6A,0.3786381372727272,1.8690373711111112,5.807433461592675,6.467871748356112e-06,9,13,0.00039093707001365227
LRCH3,-0.021819785454545434,-0.5986305,-5.794233888752832,6.677420566356412e-06,9,13,0.0004014581272540821
MOB4,-0.04292982577272724,-0.8355462148461539,-5.792676576179915,6.702594705987168e-06,9,13,0.0004014581272540821
FRY,-0.005171537136363652,-0.5702956298717949,-5.775199805286093,6.991816279338487e-06,9,13,0.0004168949193225385
PDLIM2,-0.2838953179545455,-1.5034549992393162,-5.767949510742282,7.11549551327815e-06,9,13,0.00042236687941373484
STAB1,0.027126075636363635,0.8587539550940171,5.763717736040167,7.188708965586434e-06,9,13,0.00042480777043512333
LHFP,-0.07301126636363643,-1.1421861211965814,-5.748981119762264,7.449696140249074e-06,9,13,0.0004369093357703498
TCEAL2,-0.5582009213636362,-2.1919143057264954,-5.74843737018622,7.45950818796548e-06,9,13,0.0004369093357703498
F3,-0.5686988067727271,-2.149935913051282,-5.74202615171865,7.576195085333177e-06,9,13,0.00043991968429164444
NADK,0.1341299159090909,0.7572654629914528,5.741961938930587,7.577373122194978e-06,9,13,0.00043991968429164444
MOB3B,0.05740189518181816,0.5448371816581197,5.72292296823172,7.935001210586992e-06,9,13,0.00045867079050017476
CGRRF1,-0.056716225181818174,-0.6750217038632478,-5.716617276112036,8.057191394820646e-06,9,13,0.00046370888040539514
PUM2,0.008665473545454555,-0.6563622354871794,-5.7146164524243925,8.096361150286507e-06,9,13,0.000463946028339145
