gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
MT1H,3,-0.7332991284477917,0.25324783035899184,-2.8955791147679424,0.003784596178596297,0.0,1.2035960801228527,0.0,-1.2828033290568441,0,3,True,"GSE142025,GSE162830,GSE166239",0.0392283187482819,-0.7019823463685286,-0.5144721434478517,-1.310768007348261,-2.9923331431027536,0.0027685396288581656,False
HSD17B3,3,-0.9773264624388354,0.33762653423562383,-2.894696842034269,0.003795248716449501,0.12134658015710603,3.0822328910139776,35.11197658584294,-1.3451340446232127,0,3,True,"GSE142025,GSE162830,GSE166239",0.03931534698895131,-0.7398678030307849,-0.7230282523887036,-2.064198051260005,-3.7308299360422925,0.0001908500255094872,False
BDH2,3,-0.7260363544046097,0.2508504720723014,-2.8942993346065853,0.0038000571084471544,0.0,0.01441367812610904,0.0,-0.703647457585706,0,3,True,"GSE142025,GSE162830,GSE166239",0.03934176682451395,-0.7473496567281526,-0.6875836235129855,-0.7538967564815189,-2.817689629168477,0.0048370542202639906,False
WDR31,3,-0.7273748275421899,0.25132911808487884,-2.8941128393111253,0.003802314929550132,0.0,0.15233065412212557,0.0,-0.8747380995499676,0,3,True,"GSE142025,GSE162830,GSE166239",0.03934176682451395,-0.6144998498581976,-0.8058116637686882,-0.8242584270384418,-2.8818796246835543,0.003953107221835252,False
DHX29,3,-1.2366583802334254,0.42735244159532865,-2.8937669704586595,0.003806505447163272,0.31558403109751604,4.774742538979233,58.112924756199114,-0.9560968830031872,0,3,True,"GSE142025,GSE162830,GSE166239",0.03936175128271386,-1.7788339574363137,-0.5327594081282625,-1.520132344240295,-4.689697789293026,2.736088479675885e-06,False
TDO2,3,0.8972973633685906,0.31010454135029764,2.8935318375585903,0.0038093566932273096,0.08550370159107078,2.829572234776901,29.3179380466429,1.2411818436344124,3,0,True,"GSE142025,GSE162830,GSE166239",0.039367871306519954,1.3585969418155162,0.4000723686887139,0.985889735665789,3.691367087896877,0.00022305194568249812,False
KCTD3,3,-0.7293026671378221,0.25207328292466713,-2.8932168402621885,0.003813179424657697,0.0,1.839306576541418,0.0,-0.4413277538946844,0,3,True,"GSE142025,GSE162830,GSE166239",0.03938401795805318,-1.0908257086154904,-0.3306301405014442,-0.804307137981312,-2.745189310406429,0.006047600040070921,False
MAP6,3,-0.7254628936090749,0.25078349896745483,-2.892785596325144,0.0038184185501265915,0.0,0.9477782967755903,0.0,-0.7971357726166826,0,3,True,"GSE142025,GSE162830,GSE166239",0.039407572338463814,-0.9754032283101558,-0.6847976203483616,-0.3313814969714771,-3.010587083273768,0.002607431674650948,False
EPS8,3,-0.7247149435261815,0.25053952160769105,-2.8926172560550394,0.003820465468099083,0.0,0.26189775113661273,0.0,-0.724839607811807,0,3,True,"GSE142025,GSE162830,GSE166239",0.039407572338463814,-0.8620060170816937,-0.6843287522941267,-0.5290007411952249,-2.8049107985476533,0.005033050640473641,False
RTTN,3,-1.4053903154966487,0.485878796969267,-2.8924709706679033,0.0038222450213500833,0.4250411909241079,5.329022031204917,62.469661632309105,-1.390683323189914,0,3,True,"GSE142025,GSE162830,GSE166239",0.039407572338463814,-1.1284612737388855,-0.8507963939194458,-3.055297033912234,-4.806229623582677,1.5380324197105187e-06,False
ATP1B3,3,-0.7265940306006303,0.25127975063881547,-2.8915741469555267,0.0038331713021117577,0.0,1.607344292396783,0.0,-0.6232659642984325,0,3,True,"GSE142025,GSE162830,GSE166239",0.03949685202128638,-1.1211692151992667,-0.4590953800106326,-0.4891973238823256,-3.010297156263151,0.0026099221086724974,False
NAA15,3,-1.0674368668204446,0.36930224183269145,-2.8904153452283556,0.003847331364644986,0.1894872582232544,3.7331494062122066,46.42593203819091,-0.5946175470140078,0,3,True,"GSE142025,GSE162830,GSE166239",0.039619327244429216,-1.4620126908841018,-0.4419353401957179,-1.4739188502502427,-4.01397729296445,5.9704092648665334e-05,False
EBAG9,3,-0.7315228680613594,0.2531850178874372,-2.889281815192497,0.0038612285815937167,0.0,1.4010843727083797,0.0,-0.7709387037081298,0,3,True,"GSE142025,GSE162830,GSE166239",0.03973102141315023,-0.7891424695195236,-0.4306986780576946,-1.2773853089137026,-2.965850893169691,0.003018467932803153,False
ZNF14,3,-0.7265859926519791,0.2515070222000671,-2.8889292485599047,0.003865560380602811,0.0,0.18942858615146635,0.0,-0.7556979044313419,0,3,True,"GSE142025,GSE162830,GSE166239",0.03973102141315023,-0.6481021693599212,-0.7044488048028047,-0.9447461338508988,-2.820866256055195,0.0047894166045461175,False
ZXDA,3,-0.7280268528471643,0.25201882115908586,-2.888779693115064,0.00386739922213255,0.0,1.970466218820211,0.0,-0.8624967821024025,0,3,True,"GSE142025,GSE162830,GSE166239",0.03973102141315023,-0.7998158309187833,-1.0382703517790175,-0.0977149257813639,-2.9174227617149855,0.003529370477294387,False
AGTPBP1,3,-0.7298205469462781,0.2526548463978453,-2.888606956690074,0.0038695240716223813,0.0,0.8620095492983861,0.0,-0.9499635443440447,0,3,True,"GSE142025,GSE162830,GSE166239",0.03973102141315023,-0.4765012359500787,-0.8650681836752339,-1.055842931743555,-2.8417963736989518,0.004486013396533256,False
FBXL17,3,-1.156336008725505,0.4003098417177462,-2.8886024979141633,0.003869578933546599,0.2600872145592589,4.377809368485193,54.31505048169699,-0.666334058370821,0,3,True,"GSE142025,GSE162830,GSE166239",0.03973102141315023,-1.8266511273398511,-0.5835941176561708,-1.0751125070156755,-4.413681999321438,1.0162720586805979e-05,False
USP2,3,-0.7277660918758536,0.25196678771848136,-2.88834135032501,0.003872793393489656,0.0,1.3172131080708211,0.0,-0.7366728262759393,0,3,True,"GSE142025,GSE162830,GSE166239",0.039733050175265204,-0.9826025595276456,-0.3732520654389775,-0.9193942348746158,-3.002874371639049,0.0026744280722431836,False
ATP6V0A4,3,-0.97959261290322,0.33916875142981406,-2.888215995057352,0.0038743372502166888,0.13287740340343812,3.243046810752923,38.32959816156124,-0.78390488567904,0,3,True,"GSE142025,GSE162830,GSE166239",0.039733050175265204,-1.337565029873951,-0.4035187552636425,-1.37729232474349,-3.849662346666517,0.00011828076510736397,False
BCAP29,3,-1.3596094463984338,0.4709434934430412,-2.8869906163442374,0.0038894583016819617,0.4233613633732827,5.60228198945872,64.30026186180542,-0.8340560837598939,0,3,True,"GSE142025,GSE162830,GSE166239",0.03986465967559206,-2.0044396059300764,-0.6041804611585995,-1.569622474681036,-5.023802325225427,5.065837861357642e-07,False
OMA1,3,-0.8836981081361244,0.3061283122401582,-2.8866918635178758,0.003893153000595218,0.07647802661927906,2.7304893606076917,26.753056472086584,-0.5552180047938142,0,3,True,"GSE142025,GSE162830,GSE166239",0.03986806174542967,-1.1815748081640085,-0.3638344744242237,-1.3104570114959828,-3.4409466923485987,0.0005796827264723587,False
YIPF6,3,-1.0428898837048037,0.36138690370094256,-2.885798774179773,0.003904216921984252,0.18124808225419786,3.722162031168967,46.26778782728359,-0.7628253822264023,0,3,True,"GSE142025,GSE162830,GSE166239",0.03989788818886084,-1.7075324134176382,-0.6341416228983523,-0.7301133720557487,-4.159929955521314,3.18345208795418e-05,False
FRK,3,-0.7277492386725711,0.252187474937141,-2.8857469581071236,0.003904859714373387,0.0,0.520429827519345,0.0,-0.7990614645840727,0,3,True,"GSE142025,GSE162830,GSE166239",0.03989788818886084,-0.6263324082200857,-0.6587927531445582,-1.1095914097919797,-2.818508653975646,0.004824731042891206,False
FAM184B,3,-0.7250623533986064,0.2512844763088184,-2.8854243765839884,0.003908863587789247,0.0,1.3270009499442421,0.0,-0.7952352699547914,0,3,True,"GSE142025,GSE162830,GSE166239",0.03989788818886084,-0.8482398332594349,-0.9129536692593224,-0.1842324643681875,-2.955237250695095,0.0031242869204178144,False
ZNF605,3,-0.7240503014345274,0.2509421181094687,-2.8853279269710885,0.003910061441771222,0.0,0.8353522304393907,0.0,-0.8731826507425184,0,3,True,"GSE142025,GSE162830,GSE166239",0.03989788818886084,-0.8043184764193495,-0.8885806245284169,-0.295837320307038,-2.906374806906381,0.0036564318250853958,False
DSP,3,-0.725671981276288,0.2515108799596334,-2.885250854327875,0.0039110188835269925,0.0,1.2400501911556958,0.0,-0.4444586276813709,0,3,True,"GSE142025,GSE162830,GSE166239",0.03989788818886084,-1.0237787779927954,-0.398947857358494,-0.7712050749131659,-2.872656143730563,0.004070368782162808,False
FBXO34,3,-0.7230947208057528,0.25069514846058083,-2.884358653312558,0.0039221178402731255,0.0,0.22666324151972198,0.0,-0.6058745398611233,0,3,True,"GSE142025,GSE162830,GSE166239",0.03998770114038557,-0.8591901266601315,-0.593916824395554,-0.6911613412885541,-2.7980932685527313,0.005140526644299652,False
ID2,3,-0.7475298844306377,0.2592469776266811,-2.8834661498237026,0.003933249173478622,0.010499730216927575,2.107137200586227,5.084490965107556,-0.7830339684831831,0,3,True,"GSE142025,GSE162830,GSE166239",0.04007147196353167,-1.1224876883295718,-0.7119162831147402,-0.1571303530273357,-3.1397673716118604,0.0016908204209014127,False
RAB3A,3,-1.098599164783443,0.3810173242636674,-2.883331268221291,0.0039349339146925325,0.21656036955979327,3.9911242438954235,49.88880631668944,-0.7077104019280055,0,3,True,"GSE142025,GSE162830,GSE166239",0.04007147196353167,-1.640098053754019,-0.4863542546049107,-1.2479948500333582,-4.198424259033412,2.6877872009614307e-05,False
ACAD10,3,-1.1877842987719422,0.41198881794146525,-2.8830498475827584,0.00393845111483568,0.26402094337207554,4.234838781396228,52.7727003732454,-0.7732866523334107,0,3,True,"GSE142025,GSE162830,GSE166239",0.04008386228089771,-1.1331653270838489,-0.6282533509203222,-2.379769626009689,-3.661010676328778,0.00025122228884730415,False
ASAP3,3,-0.7254288448689039,0.2516987037568881,-2.882131826827303,0.0039499444111527286,0.0,0.7735549717101207,0.0,-0.5225179133737109,0,3,True,"GSE142025,GSE162830,GSE166239",0.04017736802097206,-0.8718207979853904,-0.4541200305241676,-0.966468746635914,-2.8116047865973535,0.004929503115455837,False
ABCD3,3,-1.341641436733296,0.4657657809512819,-2.880506665803405,0.003970365565325351,0.397451733016569,5.304638602073223,62.297148778083844,-0.9262309389549673,0,3,True,"GSE142025,GSE162830,GSE166239",0.0402910015202265,-1.6382725266062286,-0.5600111039962742,-2.145703326634378,-4.8200136891134955,1.4354837108847666e-06,False
MBNL2,3,-0.7220801669044554,0.25071102408609347,-2.880129302397549,0.003975121063743471,0.0,0.9569429028752325,0.0,-0.5928282607367151,0,3,True,"GSE142025,GSE162830,GSE166239",0.040315779636010615,-1.0019399894218608,-0.6182521655586289,-0.384702713849099,-2.7956366650953086,0.005179759655233305,False
RBM28,3,-0.9125336876315191,0.3169935263424125,-2.878713954069243,0.003993003262721785,0.08842917594371373,2.805981623866973,28.723695729562028,-0.899839008671948,0,3,True,"GSE142025,GSE162830,GSE166239",0.04047358280957788,-0.5396441719679907,-0.882782906395848,-1.834668057252335,-3.055053362673176,0.0022502048143379885,False
FOXO4,3,-0.925165008629407,0.32152993584908046,-2.8773837378043097,0.004009876409627603,0.10606782534933276,3.029349354615524,33.979222404547194,-0.6516289295102068,0,3,True,"GSE142025,GSE162830,GSE166239",0.04059737743251096,-1.4597046875223638,-0.4569271124109447,-0.8561626864640588,-3.6679480735545504,0.0002445048230564184,False
SH3RF1,3,-0.8631841478895459,0.30002335967438254,-2.8770564692908103,0.0040140375613564525,0.07164872514371795,2.7139046452786166,26.305443211521727,-0.8098195009170618,0,3,True,"GSE142025,GSE162830,GSE166239",0.04061590619574613,-1.3714259953095842,-0.7307960707488305,-0.3027839431563085,-3.5963052189902345,0.000322769062921785,False
CDC40,3,-0.9528876621932184,0.3312340948567505,-2.8767801291872317,0.004017554221044153,0.1178710056084919,3.1028084112673864,35.542265750689026,-0.6759779314625133,0,3,True,"GSE142025,GSE162830,GSE166239",0.04062789596487134,-1.2430094404358618,-0.3932555189357983,-1.4541089411048194,-3.5746457244100407,0.00035070244273586977,False
CRNKL1,3,-0.7257636179084045,0.2524543307414012,-2.8748313240537446,0.0040424339213169305,0.0,0.9670636278529049,0.0,-0.6558069698915053,0,3,True,"GSE142025,GSE162830,GSE166239",0.04084195850776523,-0.7722010041761566,-0.4732713749126815,-1.1688596150294257,-2.8102528955063577,0.004950258555799024,False
CLDN2,3,-0.7269986837386712,0.25289065109807807,-2.8747550792485432,0.004043410148409953,0.0,1.8276068736630493,0.0,-1.0851534195195518,0,3,True,"GSE142025,GSE162830,GSE166239",0.04084195850776523,-0.4120269212362754,-1.180993598820715,-0.6435375866484528,-2.9126480713410885,0.0035837824620176665,False
CATIP,3,-0.7245866383042235,0.25218349887196573,-2.873251586822095,0.00406270440985277,0.0,1.8436177518420998,0.0,-0.8408258271273615,0,3,True,"GSE142025,GSE162830,GSE166239",0.04101307163225647,-1.0566443556670675,-0.3130139363061031,-0.883823486837827,-3.0262794387370153,0.002475833762911855,False
SLC22A6,3,-0.7216061436345328,0.25116261435137516,-2.8730635150381483,0.004065123799318064,0.0,0.9494716585556214,0.0,-1.1358949368516582,0,3,True,"GSE142025,GSE162830,GSE166239",0.041013733109043396,-0.9882285048032518,-0.4401739798004379,-0.7350789020961226,-3.0180719259531976,0.002543885193800899,False
MIB1,3,-0.7213512840125078,0.2511687220933961,-2.8719789550240105,0.004079101308442443,0.0,0.10391580470628026,0.0,-0.8271694504495118,0,3,True,"GSE142025,GSE162830,GSE166239",0.0411309381934613,-0.6730262166522539,-0.6913864183053209,-0.8849019029247532,-2.7998975429199473,0.005111882881646089,False
STX12,3,-0.7213134666881269,0.2511901159416188,-2.871583796138593,0.004084204838587194,0.0,1.5229262552650153,0.0,-0.8468577505971643,0,3,True,"GSE142025,GSE162830,GSE166239",0.04114197306030998,-0.9448651255896487,-0.8166783127367155,-0.1495390335569738,-2.8423992187681977,0.004477538494927096,False
LRIF1,3,-0.7243307562350632,0.2522473310431277,-2.8715100898777064,0.004085157405878537,0.0,1.6817629942178876,0.0,-0.5578735229650739,0,3,True,"GSE142025,GSE162830,GSE166239",0.04114197306030998,-1.0091910587842994,-0.3249561257997183,-0.9535211541498918,-2.956692755590709,0.003109578018146493,False
ZNF782,3,-0.7308527172186482,0.254564758225761,-2.8709893793330603,0.004091892727219557,0.0,1.9318156466527414,0.0,-0.8938158867530585,0,3,True,"GSE142025,GSE162830,GSE166239",0.04116462983780229,-0.4463670909727607,-0.7469263655204427,-1.4628932282850269,-2.7644084756155727,0.005702610247839012,False
GC,3,-0.7230335663411628,0.25186186170841723,-2.8707544740466715,0.004094934493167043,0.0,1.4579038698991194,0.0,-1.7075573666001647,0,3,True,"GSE142025,GSE162830,GSE166239",0.04117145909344637,-1.0115604990186569,-0.3542727298582852,-0.8759986347813868,-3.029170249282556,0.0024522644672662387,False
TOB1,3,-0.8668062369307405,0.3019798461284893,-2.8704108835194364,0.004099387309793303,0.07424899950173834,2.7368435110451172,26.923114459099608,-1.073992971778629,0,3,True,"GSE142025,GSE162830,GSE166239",0.041192459334393604,-1.1880789434455168,-1.0457853340443006,-0.1251780267309761,-3.663340643475107,0.0002489471169268072,False
SLC43A1,3,-0.742683180628451,0.25884180239705795,-2.8692551734328844,0.004114397187107206,0.008700542008228847,2.0870300256905696,4.170041859449174,-0.6062811899792915,0,3,True,"GSE142025,GSE162830,GSE166239",0.041319456246775764,-1.104165798346303,-0.3069579904351078,-0.8944474401471755,-3.060276915614368,0.0022113243012006536,False
BBIP1,3,-0.7238960158738379,0.2523256064636123,-2.8688963677502564,0.004119067339789282,0.0,0.6361158180317579,0.0,-0.710730617706969,0,3,True,"GSE142025,GSE162830,GSE166239",0.04132330805479102,-0.5952287392985998,-0.6697672141906647,-1.1442976088185812,-2.849069928628207,0.004384724193778137,False
SNX4,3,-1.1725713464349008,0.4087236093395937,-2.868861302946299,0.004119523995131543,0.2744948822920372,4.459973856008286,55.15668780646135,-0.768368101693159,0,3,True,"GSE142025,GSE162830,GSE166239",0.04132330805479102,-1.701466524509996,-0.4999338888991373,-1.4295699817711456,-4.4848233340803345,7.297437112141274e-06,False
EEFSEC,3,-0.7255699220451841,0.25296008921564683,-2.868317782046007,0.004126608244461392,0.0,1.3695837306389351,0.0,-0.6292204346047954,0,3,True,"GSE142025,GSE162830,GSE166239",0.04137055353941041,-0.7939613258482081,-0.42087989217923,-1.2499541916145651,-2.886796035683864,0.0038918643336503605,False
SLC16A4,3,-1.1003695245016416,0.38374648842177966,-2.8674386807475205,0.004138089850028299,0.2170063595414292,3.9530072712944277,49.405607864083386,-0.8000237736982262,0,3,True,"GSE142025,GSE162830,GSE166239",0.04146180422478038,-1.4402255069014085,-0.4500594524622477,-1.6392256506762053,-4.189842758800707,2.7914782529741937e-05,False
BCKDHB,3,-1.016645070062042,0.35458387664888724,-2.867149740902446,0.0041418699072392024,0.15409544764912067,3.3785530339419862,40.80306036615726,-0.8218481544753393,0,3,True,"GSE142025,GSE162830,GSE166239",0.04147582831249188,-1.0372966527340348,-0.518370880173166,-1.971359868886252,-3.820519908751958,0.00013317065448147834,False
CEP57,3,-1.2904301081098468,0.4502692923306726,-2.8659074249330994,0.00415815823376053,0.3753020086451446,5.286004115512869,62.16423679787558,-0.9073456062838846,0,3,True,"GSE142025,GSE162830,GSE166239",0.04161501956636616,-1.9983299354012172,-0.6117464277805128,-1.311496323346115,-4.89041611415014,1.0062303425528077e-06,False
SUGCT,3,-1.251465795773135,0.4369855069451307,-2.863861102675593,0.004185114840696398,0.3154798374960151,4.600132329572627,56.52298984655929,-1.091368952150369,0,3,True,"GSE142025,GSE162830,GSE166239",0.04186075831474973,-1.0798704738388898,-0.7205156041513784,-2.63586130531215,-4.4404499625245855,8.977097690151393e-06,False
SOX6,3,-1.239485026270404,0.4329603765847177,-2.862813997086112,0.004198969797620829,0.3109326549625684,4.600918531043992,56.53041916510134,-0.7026976971858776,0,3,True,"GSE142025,GSE162830,GSE166239",0.041951175317514515,-1.2330133067292424,-0.611752234467154,-2.426622875016722,-4.1286082894244265,3.6496554604931605e-05,False
NUBPL,3,-1.2697739921227622,0.44368179266597707,-2.8619024109441047,0.004211065470166595,0.3470902624203493,4.9624338661676735,59.69719589342286,-0.7468971898968825,0,3,True,"GSE142025,GSE162830,GSE166239",0.04204287721487621,-1.6098041907235536,-0.5199139826912902,-1.9488928559450929,-4.578234877077619,4.689160011269309e-06,False
PPM1H,3,-0.7201258082671473,0.25163749483637704,-2.86175877221873,0.004212974266366728,0.0,1.3850232194529863,0.0,-1.1049273136033186,0,3,True,"GSE142025,GSE162830,GSE166239",0.04204287721487621,-0.6441822005833987,-1.0789030315464447,-0.2936280672047855,-2.865906170615194,0.004158174708775072,False
CCDC138,3,-1.025610887276568,0.3585410101578377,-2.8605120703628053,0.0042295745202807575,0.15960165967262305,3.4120791355514237,41.38471235436978,-0.941474468720162,0,3,True,"GSE142025,GSE162830,GSE166239",0.04218437689832394,-0.9331505032778018,-0.5955786755798181,-2.1063849498201592,-3.8535962012267175,0.000116395499786954,False
PIH1D2,3,-0.7209302084285334,0.25209437701713944,-2.8597631448936234,0.004239575216568514,0.0,0.9908672564007748,0.0,-0.9264125968570349,0,3,True,"GSE142025,GSE162830,GSE166239",0.042217832069684075,-0.8347147559732301,-0.431227782746699,-1.0829695679232405,-2.96334778230078,0.003043125298053166,False
TARS2,3,-0.7225191990265508,0.25265324355366564,-2.8597265915293177,0.004240063876494536,0.0,0.8383611895284401,0.0,-0.7597233266722657,0,3,True,"GSE142025,GSE162830,GSE166239",0.042217832069684075,-0.5515217013402776,-0.6951565506971001,-1.197304064357646,-2.797970683536139,0.005142477995360563,False
MTMR6,3,-0.7356367921625551,0.2572411540352483,-2.85971657576126,0.004240197780185212,0.007461204328062056,2.0755637078419893,3.640635435881397,-0.503189515071632,0,3,True,"GSE142025,GSE162830,GSE166239",0.042217832069684075,-1.1681114032540814,-0.3589968703360137,-0.6426425465221149,-2.9721889447043925,0.0029568465607158045,False
CEP135,3,-1.5677158886344644,0.5482777821953504,-2.859346009530421,0.0042451546837825715,0.6288966340686728,6.934137612516511,71.15719197164638,-1.1980357045535908,0,3,True,"GSE142025,GSE162830,GSE166239",0.04224304695044404,-2.093942607049857,-0.6460923578567004,-2.1779375746581198,-5.567085990906557,2.5903458300765634e-08,False
TMEM178A,3,-1.1610538890660096,0.4061308355567549,-2.8588173746382717,0.004252235099891911,0.26017863627707166,4.27374258421785,53.20260964276054,-1.0650300870975418,0,3,True,"GSE142025,GSE162830,GSE166239",0.04226522782687772,-1.3902910836638325,-0.489984959754388,-1.9353522734722164,-4.3384335404463314,1.4350186482492097e-05,False
DPEP1,3,-0.7186202573643319,0.2514306702858107,-2.85812489203266,0.00426152625886612,0.0,1.5494864667333899,0.0,-0.9504780296006029,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-1.0739757105012635,-0.3723480422837274,-0.6971947552548949,-3.0208583623439558,0.0025205923734399754,False
ACAA1,3,-0.7202912044071816,0.2520908379039458,-2.8572684766974126,0.0042730423946047945,0.0,0.6172441825752824,0.0,-1.0224318497095692,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.5094868145892888,-0.8184635301701524,-1.0127431102303524,-2.8674449047246706,0.004138008459262478,False
LRCH1,3,-0.7201878242017894,0.25211850567010985,-2.8565448707844374,0.004282794642945459,0.0,0.6382158030603488,0.0,-0.5805964240318818,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.5052683993324755,-0.8221405947368091,-1.015255379850512,-2.5507306286982074,0.010749737454532336,False
CTNNAL1,3,-1.2123121040361795,0.42440046151771954,-2.856528712765227,0.004283012639482393,0.3126550632645284,4.791365579201884,58.25824669523239,-0.8768838351982641,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-1.844519029476336,-0.5494150905024529,-1.308373260947551,-4.666189691972348,3.0683645349546942e-06,False
RIC3,3,-0.7214975183053369,0.2525819983064339,-2.856488281599594,0.004283558162196635,0.0,0.9375557075765035,0.0,-1.0279916709554529,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.4581548472510892,-0.86104808639216,-1.064242912367058,-2.818959310618104,0.0048179625137688125,False
ANKRD13C,3,-1.1837095755849238,0.4144043891537845,-2.8564117720906954,0.004284590649040341,0.2856625941767121,4.537867528274027,55.92643488293503,-0.6960094549570366,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-1.66257254921047,-0.4887976819842831,-1.5497992145506787,-4.136396175215711,3.528028724387668e-05,False
CUL4A,3,-0.7162206804831422,0.2507451914587714,-2.8563685561280496,0.0042851739431146426,0.0,0.8448025675362849,0.0,-0.5071690887513821,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.9925085577497036,-0.4915354435669549,-0.601751521597971,-2.5255438295582997,0.011551937076504502,False
HEY1,3,-0.7186168951070914,0.2515933349895712,-2.8562636412323035,0.004286590299046024,0.0,0.5043182570364946,0.0,-0.7730555497353886,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.7596686318705242,-0.5285882694963652,-1.020180897858563,-2.919919228094424,0.003501221191739675,False
TMIE,3,-0.7157856550209626,0.25061143078136155,-2.8561572502470103,0.004288027015750848,0.0,1.0045236886410756,0.0,-0.8994943669867617,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.978805027484546,-0.6631789081809972,-0.3193544538510025,-2.9997523868784794,0.0027019916462583038,False
PPFIBP2,3,-1.0116931878429154,0.35421574851520743,-2.8561496547900687,0.004288129602415679,0.1516997413725893,3.346096474096342,40.22886024109252,-0.7276257928501396,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-0.9030248663396836,-0.6026573703271427,-2.093160110257965,-3.6212949295213415,0.0002931321120612123,False
CD82,3,0.8737591644366551,0.30593131728711986,2.8560631588318977,0.004289298001412072,0.08049383072130449,2.7929058744288398,28.389996300573223,0.7262645548999561,3,0,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,1.4029280152487278,0.4568879435632993,0.7250079966636497,3.626612750527277,0.0002871634598632251,False
PPP4R3B,3,-1.1316952435940206,0.39625370890867756,-2.8559865009486542,0.004290333747662623,0.2365419634984426,4.0637662240109735,50.784570525172036,-0.6280117070310588,0,3,True,"GSE142025,GSE162830,GSE166239",0.042329997292906874,-1.2481313772727451,-0.5126932561205657,-2.056113647414959,-3.9040054893853333,9.461363315186194e-05,False
SLC13A2,3,-0.7367264828488831,0.2579823211884683,-2.855724684757253,0.004293872930211888,0.0064837980440887125,2.06390114773806,3.0961341248389096,-1.1111858174172067,0,3,True,"GSE142025,GSE162830,GSE166239",0.04234094054103675,-0.9707757426233984,-0.301672202600884,-1.1634759771776433,-3.063537613059162,0.0021873670581598987,False
METTL15,3,-0.7213796434994839,0.2526784705069455,-2.8549311781577176,0.004304615581222363,0.0,1.2794117434851668,0.0,-0.7497988686267424,0,3,True,"GSE142025,GSE162830,GSE166239",0.04240664962745393,-0.8028511576202487,-0.4173541625829403,-1.206075762833784,-2.8983302735791456,0.0037515529977560458,False
PIK3R4,3,-0.7255026170977865,0.2541345178204512,-2.8547976218262563,0.004306426087701482,0.0,1.8562522098291188,0.0,-0.6322512357625467,0,3,True,"GSE142025,GSE162830,GSE166239",0.04240664962745393,-0.6599422974162769,-0.4854038814517422,-1.487155919633719,-2.7950531500486058,0.005189118317932419,False
PRRC1,3,-0.714615846449456,0.2503301478738399,-2.8546935018374393,0.004307838030337089,0.0,0.23430774826793213,0.0,-0.7685336824461387,0,3,True,"GSE142025,GSE162830,GSE166239",0.04240664962745393,-0.8457844123103013,-0.6726719261937446,-0.5329851014870157,-2.8394673631142786,0.004518891745459071,False
MAP4K5,3,-0.718317880363807,0.25169936712440166,-2.853872413627407,0.00431898729774681,0.0,0.8617638045541356,0.0,-1.1686199853353145,0,3,True,"GSE142025,GSE162830,GSE166239",0.04246841686001152,-0.4986649421129912,-1.021607107149702,-0.6584013653479703,-2.8504940116229283,0.004365137234858111,False
TRIM54,3,-0.7149724555230937,0.2505638827886945,-2.853453768219437,0.004324682000841746,0.0,0.9519236548197083,0.0,-1.093413338658071,0,3,True,"GSE142025,GSE162830,GSE166239",0.042500428191013295,-0.9938283240088792,-0.6114905859250802,-0.3785183588410846,-3.007251677456227,0.0026362140748776752,False
MGAM,3,-0.8626507169143276,0.30233914053775796,-2.853255173577483,0.004327385801847582,0.06743556687258331,2.6301443739526387,23.958546922108457,-1.0774650575055762,0,3,True,"GSE142025,GSE162830,GSE166239",0.042503027176658555,-0.8968579004134588,-0.4488663262841996,-1.679455775953456,-3.432237655069753,0.0005986227335111195,False
CYP2C9,3,-0.7381006521847389,0.25872255220514073,-2.8528655345031537,0.00433269506394459,0.008235388835994466,2.0819752377146448,3.937378131577965,-0.8743255558969579,0,3,True,"GSE142025,GSE162830,GSE166239",0.04251437147536139,-1.0557174909761384,-0.2940284556505753,-0.9957918204555364,-3.075816236503543,0.00209927182320292,False
PSMG2,3,-0.7141751877064813,0.2503407551754877,-2.852812308590536,0.004333420783990004,0.0,0.4216462709323552,0.0,-0.5321469355609153,0,3,True,"GSE142025,GSE162830,GSE166239",0.04251437147536139,-0.8782684585785655,-0.6863658210693924,-0.4479770007862336,-2.7860445572700336,0.005335553706757393,False
HNMT,3,-1.1746546648579073,0.4118771649568246,-2.8519538464363317,0.004345140901983166,0.26153722452277295,4.20009545418762,52.382034603381676,-0.8749577567416162,0,3,True,"GSE142025,GSE162830,GSE166239",0.04260536582788671,-0.9610171375960144,-0.7306264225869711,-2.504527496986372,-3.927032709823969,8.600028909658499e-05,False
