gene,k,pooled_g,se,z,P.Value,tau2,Q,I2,mean_logFC,n_up,n_down,dir_consistent,studies,adj.P.Val,g_GSE142025,g_GSE162830,g_GSE166239,stouffer_z,stouffer_p,is_IEG
TACC2,3,-1.7186190138451325,0.28383990049143426,-6.054888727305614,1.4051476034849211e-09,0.0,0.4192199971955796,0.0,-0.9506128329530071,0,3,True,"GSE142025,GSE162830,GSE166239",2.4483291843121266e-05,-1.9292117108708704,-1.6234921399827669,-1.475715373704964,-6.0335069958276675,1.604390412996223e-09,False
CPNE8,3,-1.6357901002723765,0.2838667481233613,-5.7625280561621235,8.286326289545986e-09,0.004187515903610527,2.033922051221276,1.667814713002767,-1.531272492642615,0,3,True,"GSE142025,GSE162830,GSE166239",4.096610562157265e-05,-2.1434824891621584,-1.269856090209967,-1.4454678044436633,-6.041415314718047,1.5276818386683999e-09,False
IP6K3,3,-1.6051597875750592,0.27965865696395353,-5.739710706620305,9.48384182369512e-09,0.0,0.025965756228186202,0.0,-2.39061340000273,0,3,True,"GSE142025,GSE162830,GSE166239",4.096610562157265e-05,-1.628428637151876,-1.5502100591827124,-1.6641029904363434,-5.975273005289783,2.297051796451997e-09,False
GOLGA4,3,-1.7132091725807037,0.3003926650689042,-5.703232374824222,1.1755654735299774e-08,0.023591668215599326,2.1819284877714304,8.33796748110878,-1.6373577538220072,0,3,True,"GSE142025,GSE162830,GSE166239",4.096610562157265e-05,-2.153681043818932,-1.2401667011189943,-1.8851421103600756,-5.951229195205628,2.661360846202066e-09,False
MAGI2,3,-1.5714694227420185,0.27798518915267634,-5.653068883029335,1.5760810601396407e-08,0.0,1.681886607486973,0.0,-1.5209879947023406,0,3,True,"GSE142025,GSE162830,GSE166239",4.576939398645517e-05,-2.0295784857257457,-1.29994298067101,-1.2655301480980303,-5.9139288785110224,3.340421684020003e-09,False
F3,3,-1.5526427608326643,0.2770737986906814,-5.6037155738641236,2.0980488744243957e-08,0.0,1.7874527016894697,0.0,-1.8971141677608048,0,3,True,"GSE142025,GSE162830,GSE166239",4.9956515733501594e-05,-1.840346238430648,-1.6584455902455817,-0.902352914432012,-5.900020893215632,3.6345554451193694e-09,False
ASPA,3,-1.570695872027514,0.28107113336963024,-5.588250394827731,2.293687591069862e-08,0.0,1.3256008909227621,0.0,-1.6688765170162811,0,3,True,"GSE142025,GSE162830,GSE166239",4.9956515733501594e-05,-1.5495563401274977,-1.3320658216006416,-2.325150234203808,-5.832480243910042,5.460947246054569e-09,False
PPP1R21,3,-1.5444919123616974,0.27888483037891443,-5.538099402047905,3.057717095816689e-08,0.0,1.36493512312421,0.0,-1.5665086887591808,0,3,True,"GSE142025,GSE162830,GSE166239",5.1542093894956794e-05,-1.736028215975903,-1.178503550036155,-2.007558333128355,-5.618063027214601,1.9311006201711793e-08,False
PDZD8,3,-1.674962525382241,0.30336515979452977,-5.521275173842305,3.3654823861224255e-08,0.03443027683962438,2.278570773104961,12.225680079506967,-1.3816604840709428,0,3,True,"GSE142025,GSE162830,GSE166239",5.1542093894956794e-05,-2.2286088481060977,-1.4031601630032913,-1.259852911995215,-6.001308959911418,1.9573314188710974e-09,False
NEBL,3,-1.5245662824481019,0.27659523102627237,-5.511903718626628,3.549730984501157e-08,0.0,1.0218865649663729,0.0,-1.8534177711162574,0,3,True,"GSE142025,GSE162830,GSE166239",5.1542093894956794e-05,-1.8218024232863232,-1.2055138422245208,-1.5888042823495074,-5.777496139949577,7.58204607862002e-09,False
IQGAP2,3,-1.5207803988380615,0.2777281848497331,-5.475787052944918,4.35571242086578e-08,0.0,0.9102413268988454,0.0,-1.9706917119087553,0,3,True,"GSE142025,GSE162830,GSE166239",5.5262615494736796e-05,-1.610611844175883,-1.244157773754339,-1.9905023569410856,-5.705712288573222,1.158575575005187e-08,False
MEIS3,3,1.5127456948436098,0.27687593096885177,5.463622964806543,4.6651385051784457e-08,0.0,0.6156213672930337,0.0,1.360711783106891,3,0,True,"GSE142025,GSE162830,GSE166239",5.5262615494736796e-05,1.5988227794843148,1.2750964782744174,1.868398351515726,5.629172713714892,1.8107601122709955e-08,False
ST6GALNAC3,3,-1.5046052519426314,0.27556140542616914,-5.460145079517526,4.757456568073071e-08,0.0,1.5998681102197292,0.0,-2.0900724912210547,0,3,True,"GSE142025,GSE162830,GSE166239",5.5262615494736796e-05,-1.935933057141108,-1.1732211168604512,-1.3565743748741563,-5.775372328678271,7.678310286810784e-09,False
ADHFE1,3,-1.5052797068700117,0.276672620018271,-5.440652952108545,5.308563987560168e-08,0.0,0.4187261426140465,0.0,-1.4920386403400236,0,3,True,"GSE142025,GSE162830,GSE166239",5.781026182453023e-05,-1.494803848824523,-1.3588103608285504,-1.8816967209149096,-5.550547748357572,2.8477591533822624e-08,False
PTPRO,3,-1.4633927282238934,0.27384051720272584,-5.343959846309137,9.093772097783164e-08,0.0,0.004406788269472744,0.0,-2.1112692880912656,0,3,True,"GSE142025,GSE162830,GSE166239",8.569801518341722e-05,-1.4598688621180276,-1.4492377513038055,-1.4997106630001589,-5.532589831829946,3.1553674696397635e-08,False
MTSS1,3,-1.4566438256384262,0.2728297193716386,-5.339021822817769,9.344939672204586e-08,0.0,0.4033808673515019,0.0,-1.6735195245642505,0,3,True,"GSE142025,GSE162830,GSE166239",8.569801518341722e-05,-1.62083276745063,-1.4443760702141073,-1.1585408760623197,-5.305271833259863,1.1250521265513586e-07,False
NUP62CL,3,-1.4582374623176304,0.27374883996482424,-5.326917412709434,9.989355550439958e-08,0.0,0.14331069296570562,0.0,-1.4595302970872701,0,3,True,"GSE142025,GSE162830,GSE166239",8.702726555543291e-05,-1.3781430833870925,-1.596110540049486,-1.3854455674714887,-5.4412746205953315,5.29006903090004e-08,False
FBXO21,3,-1.446919640607195,0.2726107074331639,-5.307640533385641,1.110533776512977e-07,0.0,0.6801679207285742,0.0,-1.0281678670539465,0,3,True,"GSE142025,GSE162830,GSE166239",9.088530691877556e-05,-1.720739525070058,-1.2792564529693016,-1.2331669059168868,-5.370412530211062,7.85567295410771e-08,False
LRRC8D,3,-1.4555516876854262,0.2745463844554871,-5.301660375430726,1.1475417540249438e-07,0.0,1.0338424284740977,0.0,-1.3809184356484774,0,3,True,"GSE142025,GSE162830,GSE166239",9.088530691877556e-05,-1.6657050427561446,-1.12511524496438,-1.7449313446573225,-5.449884520899639,5.0402536410225146e-08,False
TNNT2,3,-1.4355622847680267,0.27227339595978617,-5.272502955007966,1.345756697634392e-07,0.0,0.33007916886646416,0.0,-1.9979029354842475,0,3,True,"GSE142025,GSE162830,GSE166239",9.961973021825904e-05,-1.622082452614518,-1.2927242682615756,-1.3301103841929032,-5.490494976905976,4.008088903272646e-08,False
ZNF165,3,-1.4554777278122464,0.2762375365018804,-5.268935374401367,1.3721725925380034e-07,0.0,1.1808427406321524,0.0,-1.6910816596947533,0,3,True,"GSE142025,GSE162830,GSE166239",9.961973021825904e-05,-1.3994819173106958,-1.2605395463573947,-2.160580909739236,-5.471129188423174,4.471771661516938e-08,False
ZMYM5,3,-1.4382832576010771,0.27507579271942006,-5.228679860856167,1.7072469486140732e-07,0.0,1.9634780715442424,0.0,-1.096669706384766,0,3,True,"GSE142025,GSE162830,GSE166239",0.0001144118108948139,-1.704325606614001,-1.0010116395505824,-1.9212630697767232,-5.268838911052218,1.3728937673617798e-07,False
FMN2,3,-1.4078909655594694,0.27119442143576905,-5.191445156230548,2.0866805549482973e-07,0.0,1.0323391435709046,0.0,-2.226409406713363,0,3,True,"GSE142025,GSE162830,GSE166239",0.00013466045181266344,-1.748769786579262,-1.203383756426862,-1.153625584538504,-5.454626814864122,4.907580123692546e-08,False
NDNF,3,-1.4157865853705898,0.27348747385733596,-5.176787680261843,2.2573886246883142e-07,0.0,0.8448984157878364,0.0,-2.2565715507141353,0,3,True,"GSE142025,GSE162830,GSE166239",0.00013563013585023856,-1.491945923940717,-1.15546796187142,-1.865852919298507,-5.417732720278218,6.035955738905011e-08,False
DPP6,3,-1.437385393771981,0.2794092645237812,-5.144372704397716,2.684161823637155e-07,0.010657599659495651,2.093064132572959,4.4463106086748105,-2.1947857705687013,0,3,True,"GSE142025,GSE162830,GSE166239",0.0001440195164182746,-1.9230006947296776,-1.2527361465560287,-0.9540851504773264,-5.618997452489659,1.9206868825711876e-08,False
ALDH7A1,3,-1.4140201835668293,0.2760798061293058,-5.121780558280142,3.0266399484397613e-07,0.0,1.9482424156777596,0.0,-1.4976827939405848,0,3,True,"GSE142025,GSE162830,GSE166239",0.00015038658266116798,-1.2957604978208148,-1.226509265825871,-2.3913698791805587,-5.2501378533201315,1.5198542682279563e-07,False
ZC3H8,3,-1.3952039130902842,0.2724843719981549,-5.12030801201227,3.05037023982424e-07,0.0,1.234807858403045,0.0,-1.2151976842978458,0,3,True,"GSE142025,GSE162830,GSE166239",0.00015038658266116798,-1.614133598897844,-1.039952980055621,-1.731642948138282,-5.273160178147651,1.340944293727514e-07,False
MAGI1,3,-1.383368549862925,0.2703566436232589,-5.116828391280979,3.1071607987844626e-07,0.0,0.7292229904252425,0.0,-0.952417540462597,0,3,True,"GSE142025,GSE162830,GSE166239",0.00015038658266116798,-1.448105375763962,-1.5688728590817005,-0.9618965153324228,-5.024119979799897,5.057461439487387e-07,False
CECR2,3,-1.3824765028837969,0.27138375753946387,-5.0941755520603,3.5026210099521417e-07,0.0,0.4388119549901839,0.0,-0.9305125826514962,0,3,True,"GSE142025,GSE162830,GSE166239",0.0001606043907300161,-1.4686899448216022,-1.1755773029782812,-1.644481513422312,-5.0992652300021595,3.4097449012365754e-07,False
SLC1A1,3,-1.3823700602734197,0.2725138674075889,-5.072659506922854,3.922940645459741e-07,0.0,1.771045033839197,0.0,-1.2505320680157483,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017218294893753673,-1.657014853555649,-0.962165796404826,-1.7749207116842205,-5.271283534781636,1.3547299867375227e-07,False
ASNSD1,3,-1.3760096649412923,0.2714649159816264,-5.068830570483093,4.0026732699438863e-07,0.0,0.4812513827002296,0.0,-1.360831702042188,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017218294893753673,-1.41791345896576,-1.184175011450795,-1.7185639956477006,-5.14600962682388,2.660857731195926e-07,False
ZC3H6,3,-1.3718800880223916,0.27083209982211814,-5.065426472428634,4.0748704149258816e-07,0.0,1.3607315820669657,0.0,-1.285469932812992,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017218294893753673,-1.7129396148980849,-1.0145601962518782,-1.437568977043328,-5.158954910658894,2.483321012291252e-07,False
ZDHHC6,3,-1.3676890964952368,0.27019142986731254,-5.061926268967491,4.1504154358221665e-07,0.0,0.41486841231120974,0.0,-1.4514811544154542,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017218294893753673,-1.535924027278567,-1.1576793986162848,-1.441481086419927,-5.13586862374442,2.808438060209842e-07,False
NOS1AP,3,-1.361527620131591,0.26979690532659883,-5.046490872396824,4.49998380345062e-07,0.0,1.583783097097855,0.0,-1.0677342813078308,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017484066211072657,-1.7895762626426657,-1.0781667176091831,-1.1209870795726753,-5.236895937094641,1.6329970319848147e-07,False
TYW1,3,-1.3645779927794774,0.27041891156137676,-5.04616332082884,4.5077012692658373e-07,0.0,0.36468620851242,0.0,-1.5671179638287915,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017484066211072657,-1.2357067698576991,-1.585090505376141,-1.262700466497397,-4.782770107360615,1.7289582587854264e-06,False
CCDC148,3,-1.3728011657109185,0.2720663467583106,-5.045832320196672,4.515512967735707e-07,0.0,1.9083690928012187,0.0,-1.6179409092547676,0,3,True,"GSE142025,GSE162830,GSE166239",0.00017484066211072657,-1.689490988140695,-0.9355868012137444,-1.710469874529015,-5.315721738029523,1.0623539182404071e-07,False
MMP11,3,1.8220285714568567,0.3618958514564523,5.034676590306549,4.786562508370738e-07,0.11926113185747199,2.838733553147319,29.546047117293227,2.180740587008895,3,0,True,"GSE142025,GSE162830,GSE166239",0.00018130666336054727,1.2880841848752074,2.2253557320351307,2.3658600926623747,6.3818403683835,1.7497230720226402e-10,False
DYM,3,-1.3811252814838237,0.27464888454335473,-5.028694304657939,4.938309415583086e-07,0.0010328415541929008,2.0084446919544394,0.4204592732011853,-1.1926538359626715,0,3,True,"GSE142025,GSE162830,GSE166239",0.00018243167391316623,-1.482933623336925,-1.0099472769881426,-2.159327690105889,-4.999362714736972,5.752010947386104e-07,False
PARG,3,-1.3638481246000866,0.2713947186990817,-5.025330379078969,5.025665948021109e-07,0.0,1.2357932999749979,0.0,-1.1513720904982883,0,3,True,"GSE142025,GSE162830,GSE166239",0.00018243167391316623,-1.5675192909958466,-1.0122030733413847,-1.7271276130201778,-5.129720374641284,2.9017288955684995e-07,False
PIBF1,3,-1.3591037542179052,0.2710118291533507,-5.014924102995014,5.305440422838281e-07,0.0,1.9955794923251104,0.0,-1.3205007059904064,0,3,True,"GSE142025,GSE162830,GSE166239",0.00018633075274313273,-1.7589084692657346,-0.9242009434847358,-1.504404002005849,-5.2216138312249845,1.7737054674916745e-07,False
TYRO3,3,-1.3515248746574486,0.2699527830082043,-5.006523213418302,5.542198062502584e-07,0.0,0.1336272014518328,0.0,-1.9300264871446844,0,3,True,"GSE142025,GSE162830,GSE166239",0.00018934756674714713,-1.2436137516599808,-1.458329092459708,-1.3974967286562647,-5.168128016473599,2.36450336183313e-07,False
PLCE1,3,-1.351368303405943,0.27045906578889883,-4.996572399834898,5.835827178992052e-07,0.0,1.3238747771969455,0.0,-1.6317821266461323,0,3,True,"GSE142025,GSE162830,GSE166239",0.00019554510147453368,-1.2014315433531595,-1.779675889267368,-1.007953254229616,-5.170731935539653,2.3317886110559708e-07,False
SLC3A1,3,-1.3378136622338619,0.26891298348618875,-4.974894275800452,6.528326030867783e-07,0.0,0.14353493537394582,0.0,-1.5094250641501479,0,3,True,"GSE142025,GSE162830,GSE166239",0.00021273457014918753,-1.2949056189939474,-1.4650943062189452,-1.2025848276334206,-4.9948168598497205,5.889162641662654e-07,False
WLS,3,-1.334357968810971,0.2683213927913185,-4.9729839090718375,6.593013537681432e-07,0.0,0.32467759196665447,0.0,-1.4338069547005858,0,3,True,"GSE142025,GSE162830,GSE166239",0.00021273457014918753,-1.4202940925107523,-1.406379741512814,-1.0406234971308976,-5.022567982928879,5.09851414570336e-07,False
PRKCE,3,-1.3322851999079433,0.26817442591328616,-4.967980057646272,6.765391816476894e-07,0.0,0.7310064036282455,0.0,-1.3347579889529182,0,3,True,"GSE142025,GSE162830,GSE166239",0.00021432761274598798,-1.6001809295633258,-1.217271465166244,-1.0361205675579577,-4.997600680641844,5.804803315534116e-07,False
OXSR1,3,-1.3508005921585393,0.27219920750760057,-4.96254417684453,6.957573471124681e-07,0.0,1.516434283370339,0.0,-0.9948538396638926,0,3,True,"GSE142025,GSE162830,GSE166239",0.00021627950546272546,-1.4144360412586678,-1.0374120502542885,-2.030183959668856,-4.763175646341908,1.9056982199455291e-06,False
WDFY2,3,-1.3286788153733402,0.26810006192962577,-4.955906409757221,7.199386660260604e-07,0.0,0.2217642212570121,0.0,-1.1445298817849494,0,3,True,"GSE142025,GSE162830,GSE166239",0.00021627950546272546,-1.4218366447394302,-1.3582873167155871,-1.0895047310544763,-4.843525243650886,1.2755550687848908e-06,False
SLMAP,3,-1.3891884327879047,0.280942376441815,-4.944745076845375,7.624356928026729e-07,0.010188722889308083,2.083594036078045,4.012011679366987,-0.9505935826937023,0,3,True,"GSE142025,GSE162830,GSE166239",0.00022516405951514867,-1.5418518954019675,-0.980121176924646,-2.0996819619762133,-4.770361477072395,1.838956128337108e-06,False
BRCC3,3,-1.3144117158973931,0.26797428944180773,-4.90499188797299,9.343120055169295e-07,0.0,1.0789215433896573,0.0,-1.2145827635839215,0,3,True,"GSE142025,GSE162830,GSE166239",0.00026971245156418174,-1.6554702090898124,-1.0550110273605362,-1.1647869987363813,-5.019183119862727,5.189166658497779e-07,False
JKAMP,3,-1.3184858784005349,0.2692170701282201,-4.897482458198431,9.70722968826187e-07,0.0,1.5707203529195206,0.0,-1.0200267326031152,0,3,True,"GSE142025,GSE162830,GSE166239",0.00026971245156418174,-1.6618089024470175,-0.9285513877297152,-1.4580922572397923,-4.967505563435304,6.781961327865919e-07,False
DHX40,3,-1.3090399539076185,0.2674682870802724,-4.894187524798969,9.87126808251669e-07,0.0,0.5135957784043541,0.0,-1.2183266595708355,0,3,True,"GSE142025,GSE162830,GSE166239",0.00026971245156418174,-1.541249816839185,-1.1545061174312825,-1.1439568928714643,-4.89204714368189,9.97925325864653e-07,False
ENTPD5,3,-1.3231555032515672,0.27037854070908607,-4.893714936775315,9.895013603707945e-07,0.0,0.8365151984902615,0.0,-1.4322143743840414,0,3,True,"GSE142025,GSE162830,GSE166239",0.00026971245156418174,-1.311456963196877,-1.1240417139720416,-1.853865710395454,-5.053673977446483,4.333911629746679e-07,False
ULK4,3,-1.3281302882456505,0.27177837946845795,-4.886813626761619,1.0248102074119432e-06,0.0,1.410408227872439,0.0,-1.4008223307715841,0,3,True,"GSE142025,GSE162830,GSE166239",0.00027471220082993383,-1.2518781378171524,-1.1345380908155722,-2.0956405565255003,-5.004542814943356,5.599476596330117e-07,False
GABRA2,3,-1.3026945182996477,0.2671210900247786,-4.876793959543995,1.078239570040932e-06,0.0,0.28394955279207346,0.0,-1.899328911866366,0,3,True,"GSE142025,GSE162830,GSE166239",0.00028465524649080604,-1.4155317317951657,-1.3262070806090307,-1.0384268223692583,-5.063876700125257,4.108154086683718e-07,False
UPRT,3,-1.3116211091231904,0.2692604558171257,-4.87119842809004,1.1092336980611729e-06,0.0,0.5592076456104862,0.0,-1.2932854892971608,0,3,True,"GSE142025,GSE162830,GSE166239",0.00028824018315479894,-1.343363627639184,-1.115198492693034,-1.6932350339485067,-4.878274572912363,1.0701788130793893e-06,False
WDR49,3,-1.3213737084620012,0.2714170067695023,-4.8684263531951855,1.1249042960586735e-06,0.0,1.9040844590675243,0.0,-1.8596297979675303,0,3,True,"GSE142025,GSE162830,GSE166239",0.00028824018315479894,-1.441430671808486,-0.9474834053071868,-2.028136644085631,-5.149701021034282,2.6090201298845813e-07,False
ENPEP,3,-1.2983641381333506,0.26706467686750796,-4.861609380028476,1.164352133674132e-06,0.0,1.342451206345244,0.0,-1.6087715639013271,0,3,True,"GSE142025,GSE162830,GSE166239",0.0002940242257556243,-1.615411554416357,-1.2618216268080942,-0.8026753258526723,-5.099595525973084,3.4038005394160996e-07,False
GTF3C3,3,-1.294253234361201,0.2669878254691808,-4.847611429797575,1.249568478570239e-06,0.0,0.4885482631047074,0.0,-1.11067319790843,0,3,True,"GSE142025,GSE162830,GSE166239",0.00031103544529439774,-1.5196950592171186,-1.1310582086158265,-1.1578137252317375,-4.862972074237404,1.1563616669176729e-06,False
CLIC5,3,-1.2937067419393986,0.26704594721876795,-4.844509925775339,1.269245732248778e-06,0.0,0.1799645716727741,0.0,-2.192330822462142,0,3,True,"GSE142025,GSE162830,GSE166239",0.00031148362871412263,-1.310466585559687,-1.393331127026896,-1.0846101446235674,-5.031500636296289,4.866554945370905e-07,False
TOPORS,3,-1.298229693059101,0.2684549761670689,-4.8359308201132665,1.3252400953648039e-06,0.0,1.2464914665354554,0.0,-1.1247822110939218,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003160291677480307,-1.5729511025153713,-0.942479761521076,-1.494359427463807,-4.894368270306743,9.862200905344437e-07,False
ORC2,3,-1.3011222367852913,0.26911020280125736,-4.834904894877557,1.3320930653512687e-06,0.0,0.6293673795819669,0.0,-1.274362808867947,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003160291677480307,-1.3102606289752698,-1.110823560232971,-1.7328076558635697,-4.851100504204348,1.2277830688453242e-06,False
CDK14,3,-1.29792357588067,0.26866980617635355,-4.830924599799351,1.3590046659526255e-06,0.0,1.3235742674259017,0.0,-1.2884328230959508,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003160291677480307,-1.5614686788895924,-0.930771638862398,-1.5504353494457002,-4.9557769959587485,7.204180734177448e-07,False
PARD3B,3,-1.2938191435560649,0.2678308542990761,-4.830732243086931,1.3603183873451734e-06,0.0,0.8725296610894469,0.0,-1.218453716784937,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003160291677480307,-1.1925134425354444,-1.621761540791611,-0.9805000337731674,-4.623875905749964,3.7663524112893286e-06,False
LZTFL1,3,-1.2905749324569575,0.26758397541676676,-4.823065097403028,1.4136880699137255e-06,0.0,1.4413369664680638,0.0,-1.1773769653608621,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.6688259481647405,-0.9533113754315178,-1.2389206650483309,-4.960214322882384,7.041544613565476e-07,False
SLC5A4,3,-1.2856517300858596,0.2669037041489116,-4.816912279975573,1.4579674403287224e-06,0.0,1.987254945426273,0.0,-1.5417862450107236,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.6771981250867205,-1.2452816437100351,-0.6928539796932138,-5.074925384804337,3.8764808665238864e-07,False
AIFM1,3,-1.2921628152488398,0.26840653865967534,-4.814200211743838,1.477905821100637e-06,0.0,0.3060466905625987,0.0,-1.41348137042034,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.2326383528471518,-1.214537114726046,-1.6154088488906886,-4.879023312713454,1.0661246339478116e-06,False
CNTN3,3,-1.2894657894841066,0.26794546158749644,-4.812418847643132,1.491144294497969e-06,0.0,0.39676161306404567,0.0,-1.44765244753774,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.359167982610833,-1.0986334771749864,-1.5489131002651104,-4.9447771168619905,7.623103097221978e-07,False
PMS2,3,-1.293637269764364,0.2688458135727984,-4.81181853856196,1.4956312111825334e-06,0.0,0.4284761648411888,0.0,-1.4209326901333406,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.170313141555105,-1.2704050990807636,-1.6682427387682175,-4.87070248463693,1.112021760531384e-06,False
NPHS1,3,-1.2872216446744837,0.2677596500931847,-4.807377228893561,1.5292327141487618e-06,0.0,0.8655238629110696,0.0,-2.7162030185991424,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.1535362595673704,-1.6257627285066112,-1.0228496702385383,-5.012372029228611,5.376313005432899e-07,False
CHI3L1,3,-1.357327428493517,0.2824106022518575,-4.806219800781539,1.5381079495303837e-06,0.02001770150538071,2.178666898972405,8.200744182448249,-2.088626582811502,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032289148087490853,-1.846930018219769,-1.1806128582151372,-0.8632061549676071,-5.373263224591602,7.732432132557309e-08,False
ZNF441,3,-1.2980011148845023,0.27046516980224883,-4.799143327155724,1.5934573513099457e-06,0.0,1.806142962512347,0.0,-1.188453158815272,0,3,True,"GSE142025,GSE162830,GSE166239",0.00032664001046146465,-1.4064294682652612,-0.9373509103252762,-1.9890150740532344,-4.972392171327564,6.613175539405282e-07,False
SEMA3B,3,-1.2753137269432382,0.26633643777210647,-4.788356176913628,1.6815300911514668e-06,0.0,1.5046715782781248,0.0,-1.3696128347646976,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003406858175374786,-1.6560849358951044,-1.1473136742661774,-0.831449457880766,-4.963068026745672,6.938826498439504e-07,False
EHD3,3,-1.2765069609711504,0.26678123784687163,-4.784845333478233,1.711190507307238e-06,0.0,1.9135387988015105,0.0,-1.6249639562697717,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003427101540151875,-1.745659838393165,-1.0029727931158767,-0.9567946044748916,-5.039533672637671,4.666675210507821e-07,False
CCDC25,3,-1.2707256859732283,0.2662432540388698,-4.772799560914737,1.816825850862046e-06,0.0,0.440114928324674,0.0,-1.365493449000991,0,3,True,"GSE142025,GSE162830,GSE166239",0.00035641031274804717,-1.4803334015380438,-1.0977478622274366,-1.182606520671433,-4.826718396443845,1.3880116767317944e-06,False
MPP7,3,-1.2918202387873412,0.27068611192064657,-4.772392013839435,1.8205072219109386e-06,0.004456079973588952,2.0399190756329153,1.9568950606792974,-1.1373549893146144,0,3,True,"GSE142025,GSE162830,GSE166239",0.00035641031274804717,-1.7702141582702016,-0.9333167340766546,-1.1224079731876953,-5.021321297298474,5.13172346096691e-07,False
CWF19L2,3,-1.2807546789998352,0.2687189289096237,-4.766149836175413,1.8777963596965477e-06,0.0,1.82372898510561,0.0,-0.9872857935480153,0,3,True,"GSE142025,GSE162830,GSE166239",0.00036354137523725164,-1.5687145160950675,-0.8564303874311608,-1.6390607455501602,-4.850644806658076,1.2306075104285703e-06,False
PLEKHA5,3,-1.2702452693488753,0.2667988592037416,-4.7610595980054375,1.9257916215556695e-06,0.0,0.3101083601529006,0.0,-1.2409096396001564,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003687361891646812,-1.384039716650755,-1.0864780106211889,-1.4037294732001977,-4.791597085437132,1.6545892216938792e-06,False
BCL11B,3,1.3139188825840709,0.27626635333212624,4.755985905400804,1.9748024816265318e-06,0.006632289770681717,2.055081513512568,2.6802593060370645,1.7902556335363078,3,0,True,"GSE142025,GSE162830,GSE166239",0.0003730209938010404,1.3720568521668273,0.9640047998955876,2.142462571462188,5.109770921695245,3.225496601263957e-07,False
TRMT13,3,-1.2740236842412185,0.26797083951489353,-4.754337026176349,1.990986709337509e-06,0.0,1.1236248948443825,0.0,-1.1691203217530437,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003730209938010404,-1.4658400981483046,-0.9398163785978956,-1.6085634748318065,-4.848989337739361,1.240920902618948e-06,False
RAET1E,3,-1.2864888863860753,0.270956661833147,-4.7479507522803965,2.0548805343232912e-06,0.0,1.678266215023073,0.0,-1.8918935703720416,0,3,True,"GSE142025,GSE162830,GSE166239",0.00038089615351115987,-1.1054993816597392,-1.1884099919941422,-2.1403635899610034,-4.990079002480577,6.03546032953506e-07,False
NTNG1,3,-1.2605610892851455,0.2657776598459758,-4.742915902020017,2.1066373946102294e-06,0.0,0.1566071777792342,0.0,-2.0681315612691775,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-1.3089439684790798,-1.320630474173321,-1.0555261840803043,-4.922906798970908,8.526806844854322e-07,False
KL,3,-1.337891511349156,0.282189579589302,-4.741108843552338,2.125516991782691e-06,0.015932302810140474,2.1345784686344293,6.304685942069129,-1.3873069588644291,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-1.5891134742069135,-0.8864003849633709,-1.8615817548931328,-5.162267391070489,2.439764485129301e-07,False
OR2T35,3,-1.2847236565938756,0.27120406827026355,-4.737110563229484,2.1678690685498185e-06,0.0,1.8447042655123347,0.0,-1.3626991307128167,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-0.9746833335954564,-1.3705423627588318,-2.0514930145419705,-4.4104834437193725,1.0314009212379708e-05,False
PLA2R1,3,-1.2580720230821947,0.2656748984089709,-4.735381590870363,2.1864332805925296e-06,0.0,0.8689226972747555,0.0,-1.6635989485704592,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-1.4067389327182238,-1.3724164812998667,-0.7973207696844121,-4.933395470994392,8.0812298530189e-07,False
ERP44,3,-1.2581955871857096,0.2657452718980928,-4.734592560006857,2.1949558563748812e-06,0.0,0.21919491912946107,0.0,-1.2207606724054514,0,3,True,"GSE142025,GSE162830,GSE166239",0.0003832525766149546,-1.4058419865114085,-1.1447371315990265,-1.1718921074597155,-4.696130411781854,2.651362999803184e-06,False
